date,Value,District,Keyword
2022-07,5,Haifa District,בחירות
2022-08,8,Haifa District,בחירות
2022-09,11,Haifa District,בחירות
2022-10,29,Haifa District,בחירות
2022-11,43,Haifa District,בחירות
2022-12,3,Haifa District,בחירות
2014-01,2,Jerusalem District,בחירות
2014-02,2,Jerusalem District,בחירות
2014-03,5,Jerusalem District,בחירות
2014-04,0,Jerusalem District,בחירות
2014-05,2,Jerusalem District,בחירות
2014-06,3,Jerusalem District,בחירות
2014-07,0,Jerusalem District,בחירות
2014-08,0,Jerusalem District,בחירות
2014-09,0,Jerusalem District,בחירות
2014-10,2,Jerusalem District,בחירות
2014-11,3,Jerusalem District,בחירות
2014-12,16,Jerusalem District,בחירות
2015-01,19,Jerusalem District,בחירות
2015-02,24,Jerusalem District,בחירות
2015-03,62,Jerusalem District,בחירות
2015-04,3,Jerusalem District,בחירות
2015-05,3,Jerusalem District,בחירות
2015-06,2,Jerusalem District,בחירות
2015-07,1,Jerusalem District,בחירות
2015-08,1,Jerusalem District,בחירות
2015-09,1,Jerusalem District,בחירות
2015-10,2,Jerusalem District,בחירות
2015-11,2,Jerusalem District,בחירות
2015-12,2,Jerusalem District,בחירות
2016-01,3,Jerusalem District,בחירות
2016-02,2,Jerusalem District,בחירות
2016-03,2,Jerusalem District,בחירות
2016-04,2,Jerusalem District,בחירות
2016-05,2,Jerusalem District,בחירות
2016-06,2,Jerusalem District,בחירות
2016-07,1,Jerusalem District,בחירות
2016-08,1,Jerusalem District,בחירות
2016-09,2,Jerusalem District,בחירות
2016-10,3,Jerusalem District,בחירות
2016-11,9,Jerusalem District,בחירות
2016-12,2,Jerusalem District,בחירות
2017-01,2,Jerusalem District,בחירות
2017-02,2,Jerusalem District,בחירות
2017-03,2,Jerusalem District,בחירות
2017-04,3,Jerusalem District,בחירות
2017-05,5,Jerusalem District,בחירות
2017-06,2,Jerusalem District,בחירות
2017-07,2,Jerusalem District,בחירות
2017-08,1,Jerusalem District,בחירות
2017-09,2,Jerusalem District,בחירות
2017-10,2,Jerusalem District,בחירות
2017-11,2,Jerusalem District,בחירות
2017-12,1,Jerusalem District,בחירות
2018-01,2,Jerusalem District,בחירות
2018-02,2,Jerusalem District,בחירות
2018-03,3,Jerusalem District,בחירות
2018-04,2,Jerusalem District,בחירות
2018-05,2,Jerusalem District,בחירות
2018-06,3,Jerusalem District,בחירות
2018-07,3,Jerusalem District,בחירות
2018-08,7,Jerusalem District,בחירות
2018-09,9,Jerusalem District,בחירות
2018-10,86,Jerusalem District,בחירות
2018-11,38,Jerusalem District,בחירות
2018-12,6,Jerusalem District,בחירות
2019-01,14,Jerusalem District,בחירות
2019-02,19,Jerusalem District,בחירות
2019-03,32,Jerusalem District,בחירות
2019-04,96,Jerusalem District,בחירות
2019-05,8,Jerusalem District,בחירות
2019-06,10,Jerusalem District,בחירות
2019-07,9,Jerusalem District,בחירות
2019-08,14,Jerusalem District,בחירות
2019-09,100,Jerusalem District,בחירות
2019-10,5,Jerusalem District,בחירות
2019-11,6,Jerusalem District,בחירות
2019-12,10,Jerusalem District,בחירות
2020-01,11,Jerusalem District,בחירות
2020-02,24,Jerusalem District,בחירות
2020-03,59,Jerusalem District,בחירות
2020-04,3,Jerusalem District,בחירות
2020-05,2,Jerusalem District,בחירות
2020-06,2,Jerusalem District,בחירות
2020-07,3,Jerusalem District,בחירות
2020-08,4,Jerusalem District,בחירות
2020-09,2,Jerusalem District,בחירות
2020-10,5,Jerusalem District,בחירות
2020-11,36,Jerusalem District,בחירות
2020-12,7,Jerusalem District,בחירות
2021-01,10,Jerusalem District,בחירות
2021-02,15,Jerusalem District,בחירות
2021-03,76,Jerusalem District,בחירות
2021-04,7,Jerusalem District,בחירות
2021-05,4,Jerusalem District,בחירות
2021-06,4,Jerusalem District,בחירות
2021-07,2,Jerusalem District,בחירות
2021-08,1,Jerusalem District,בחירות
2021-09,1,Jerusalem District,בחירות
2021-10,2,Jerusalem District,בחירות
2021-11,1,Jerusalem District,בחירות
2021-12,1,Jerusalem District,בחירות
2022-01,1,Jerusalem District,בחירות
2022-02,1,Jerusalem District,בחירות
2022-03,2,Jerusalem District,בחירות
2022-04,3,Jerusalem District,בחירות
2022-05,4,Jerusalem District,בחירות
2022-06,4,Jerusalem District,בחירות
2022-07,5,Jerusalem District,בחירות
2022-08,8,Jerusalem District,בחירות
2022-09,10,Jerusalem District,בחירות
2022-10,27,Jerusalem District,בחירות
2022-11,51,Jerusalem District,בחירות
2022-12,3,Jerusalem District,בחירות
2014-01,2,North District,בחירות
2014-02,0,North District,בחירות
2014-03,4,North District,בחירות
2014-04,0,North District,בחירות
2014-05,0,North District,בחירות
2014-06,0,North District,בחירות
2014-07,0,North District,בחירות
2014-08,0,North District,בחירות
2014-09,0,North District,בחירות
2014-10,0,North District,בחירות
2014-11,0,North District,בחירות
2014-12,6,North District,בחירות
2015-01,20,North District,בחירות
2015-02,26,North District,בחירות
2015-03,76,North District,בחירות
2015-04,3,North District,בחירות
2015-05,2,North District,בחירות
2015-06,4,North District,בחירות
2015-07,2,North District,בחירות
2015-08,2,North District,בחירות
2015-09,3,North District,בחירות
2015-10,2,North District,בחירות
2015-11,2,North District,בחירות
2015-12,2,North District,בחירות
2016-01,1,North District,בחירות
2016-02,3,North District,בחירות
2016-03,1,North District,בחירות
2016-04,1,North District,בחירות
2016-05,1,North District,בחירות
2016-06,2,North District,בחירות
2016-07,1,North District,בחירות
2016-08,1,North District,בחירות
2016-09,1,North District,בחירות
2016-10,2,North District,בחירות
2016-11,6,North District,בחירות
2016-12,1,North District,בחירות
2017-01,1,North District,בחירות
2017-02,1,North District,בחירות
2017-03,2,North District,בחירות
2017-04,2,North District,בחירות
2017-05,6,North District,בחירות
2017-06,1,North District,בחירות
2017-07,2,North District,בחירות
2017-08,1,North District,בחירות
2017-09,1,North District,בחירות
2017-10,2,North District,בחירות
2017-11,1,North District,בחירות
2017-12,1,North District,בחירות
2018-01,2,North District,בחירות
2018-02,2,North District,בחירות
2018-03,3,North District,בחירות
2018-04,2,North District,בחירות
2018-05,2,North District,בחירות
2018-06,2,North District,בחירות
2018-07,3,North District,בחירות
2018-08,6,North District,בחירות
2018-09,9,North District,בחירות
2018-10,84,North District,בחירות
2018-11,26,North District,בחירות
2018-12,4,North District,בחירות
2019-01,10,North District,בחירות
2019-02,18,North District,בחירות
2019-03,30,North District,בחירות
2019-04,85,North District,בחירות
2019-05,7,North District,בחירות
2019-06,9,North District,בחירות
2019-07,9,North District,בחירות
2019-08,12,North District,בחירות
2019-09,100,North District,בחירות
2019-10,4,North District,בחירות
2019-11,5,North District,בחירות
2019-12,9,North District,בחירות
2020-01,9,North District,בחירות
2020-02,24,North District,בחירות
2020-03,61,North District,בחירות
2020-04,2,North District,בחירות
2020-05,2,North District,בחירות
2020-06,1,North District,בחירות
2020-07,2,North District,בחירות
2020-08,3,North District,בחירות
2020-09,2,North District,בחירות
2020-10,3,North District,בחירות
2020-11,26,North District,בחירות
2020-12,4,North District,בחירות
2021-01,8,North District,בחירות
2021-02,15,North District,בחירות
2021-03,66,North District,בחירות
2021-04,5,North District,בחירות
2021-05,4,North District,בחירות
2021-06,3,North District,בחירות
2021-07,1,North District,בחירות
2021-08,1,North District,בחירות
2021-09,1,North District,בחירות
2021-10,2,North District,בחירות
2021-11,1,North District,בחירות
2021-12,1,North District,בחירות
2022-01,1,North District,בחירות
2022-02,1,North District,בחירות
2022-03,1,North District,בחירות
2022-04,2,North District,בחירות
2022-05,4,North District,בחירות
2022-06,3,North District,בחירות
2022-07,4,North District,בחירות
2022-08,7,North District,בחירות
2022-09,10,North District,בחירות
2022-10,29,North District,בחירות
2022-11,45,North District,בחירות
2022-12,2,North District,בחירות
2014-01,3,South District,בחירות
2014-02,0,South District,בחירות
2014-03,0,South District,בחירות
2014-04,0,South District,בחירות
2014-05,0,South District,בחירות
2014-06,0,South District,בחירות
2014-07,0,South District,בחירות
2014-08,0,South District,בחירות
2014-09,0,South District,בחירות
2014-10,2,South District,בחירות
2014-11,3,South District,בחירות
2014-12,10,South District,בחירות
2015-01,21,South District,בחירות
2015-02,21,South District,בחירות
2015-03,62,South District,בחירות
2015-04,4,South District,בחירות
2015-05,2,South District,בחירות
2015-06,2,South District,בחירות
2015-07,0,South District,בחירות
2015-08,0,South District,בחירות
2015-09,0,South District,בחירות
2015-10,3,South District,בחירות
2015-11,0,South District,בחירות
2015-12,3,South District,בחירות
2016-01,2,South District,בחירות
2016-02,1,South District,בחירות
2016-03,1,South District,בחירות
2016-04,1,South District,בחירות
2016-05,1,South District,בחירות
2016-06,1,South District,בחירות
2016-07,2,South District,בחירות
2016-08,1,South District,בחירות
2016-09,2,South District,בחירות
2016-10,3,South District,בחירות
2016-11,9,South District,בחירות
2016-12,2,South District,בחירות
2017-01,2,South District,בחירות
2017-02,2,South District,בחירות
2017-03,2,South District,בחירות
2017-04,2,South District,בחירות
2017-05,6,South District,בחירות
2017-06,2,South District,בחירות
2017-07,2,South District,בחירות
2017-08,1,South District,בחירות
2017-09,1,South District,בחירות
2017-10,2,South District,בחירות
2017-11,2,South District,בחירות
2017-12,2,South District,בחירות
2018-01,2,South District,בחירות
2018-02,2,South District,בחירות
2018-03,3,South District,בחירות
2018-04,1,South District,בחירות
2018-05,3,South District,בחירות
2018-06,3,South District,בחירות
2018-07,3,South District,בחירות
2018-08,7,South District,בחירות
2018-09,9,South District,בחירות
2018-10,90,South District,בחירות
2018-11,25,South District,בחירות
2018-12,6,South District,בחירות
2019-01,11,South District,בחירות
2019-02,17,South District,בחירות
2019-03,31,South District,בחירות
2019-04,94,South District,בחירות
2019-05,8,South District,בחירות
2019-06,9,South District,בחירות
2019-07,10,South District,בחירות
2019-08,16,South District,בחירות
2019-09,100,South District,בחירות
2019-10,5,South District,בחירות
2019-11,6,South District,בחירות
2019-12,10,South District,בחירות
2020-01,11,South District,בחירות
2020-02,26,South District,בחירות
2020-03,59,South District,בחירות
2020-04,3,South District,בחירות
2020-05,2,South District,בחירות
2020-06,1,South District,בחירות
2020-07,2,South District,בחירות
2020-08,3,South District,בחירות
2020-09,3,South District,בחירות
2020-10,4,South District,בחירות
2020-11,30,South District,בחירות
2020-12,5,South District,בחירות
2021-01,10,South District,בחירות
2021-02,17,South District,בחירות
2021-03,89,South District,בחירות
2021-04,6,South District,בחירות
2021-05,4,South District,בחירות
2021-06,4,South District,בחירות
2021-07,2,South District,בחירות
2021-08,2,South District,בחירות
2021-09,1,South District,בחירות
2021-10,2,South District,בחירות
2021-11,1,South District,בחירות
2021-12,1,South District,בחירות
2022-01,2,South District,בחירות
2022-02,2,South District,בחירות
2022-03,1,South District,בחירות
2022-04,2,South District,בחירות
2022-05,4,South District,בחירות
2022-06,3,South District,בחירות
2022-07,4,South District,בחירות
2022-08,8,South District,בחירות
2022-09,12,South District,בחירות
2022-10,32,South District,בחירות
2022-11,53,South District,בחירות
2022-12,3,South District,בחירות
2014-01,2,Tel Aviv District,בחירות
2014-02,1,Tel Aviv District,בחירות
2014-03,2,Tel Aviv District,בחירות
2014-04,1,Tel Aviv District,בחירות
2014-05,2,Tel Aviv District,בחירות
2014-06,1,Tel Aviv District,בחירות
2014-07,1,Tel Aviv District,בחירות
2014-08,1,Tel Aviv District,בחירות
2014-09,1,Tel Aviv District,בחירות
2014-10,2,Tel Aviv District,בחירות
2014-11,2,Tel Aviv District,בחירות
2014-12,13,Tel Aviv District,בחירות
2015-01,17,Tel Aviv District,בחירות
2015-02,24,Tel Aviv District,בחירות
2015-03,68,Tel Aviv District,בחירות
2015-04,3,Tel Aviv District,בחירות
2015-05,2,Tel Aviv District,בחירות
2015-06,3,Tel Aviv District,בחירות
2015-07,1,Tel Aviv District,בחירות
2015-08,1,Tel Aviv District,בחירות
2015-09,1,Tel Aviv District,בחירות
2015-10,2,Tel Aviv District,בחירות
2015-11,2,Tel Aviv District,בחירות
2015-12,2,Tel Aviv District,בחירות
2016-01,3,Tel Aviv District,בחירות
2016-02,2,Tel Aviv District,בחירות
2016-03,2,Tel Aviv District,בחירות
2016-04,1,Tel Aviv District,בחירות
2016-05,2,Tel Aviv District,בחירות
2016-06,2,Tel Aviv District,בחירות
2016-07,1,Tel Aviv District,בחירות
2016-08,1,Tel Aviv District,בחירות
2016-09,2,Tel Aviv District,בחירות
2016-10,2,Tel Aviv District,בחירות
2016-11,8,Tel Aviv District,בחירות
2016-12,1,Tel Aviv District,בחירות
2017-01,2,Tel Aviv District,בחירות
2017-02,1,Tel Aviv District,בחירות
2017-03,2,Tel Aviv District,בחירות
2017-04,2,Tel Aviv District,בחירות
2017-05,4,Tel Aviv District,בחירות
2017-06,2,Tel Aviv District,בחירות
2017-07,2,Tel Aviv District,בחירות
2017-08,1,Tel Aviv District,בחירות
2017-09,1,Tel Aviv District,בחירות
2017-10,2,Tel Aviv District,בחירות
2017-11,2,Tel Aviv District,בחירות
2017-12,2,Tel Aviv District,בחירות
2018-01,2,Tel Aviv District,בחירות
2018-02,2,Tel Aviv District,בחירות
2018-03,4,Tel Aviv District,בחירות
2018-04,2,Tel Aviv District,בחירות
2018-05,3,Tel Aviv District,בחירות
2018-06,3,Tel Aviv District,בחירות
2018-07,4,Tel Aviv District,בחירות
2018-08,9,Tel Aviv District,בחירות
2018-09,9,Tel Aviv District,בחירות
2018-10,92,Tel Aviv District,בחירות
2018-11,26,Tel Aviv District,בחירות
2018-12,6,Tel Aviv District,בחירות
2019-01,11,Tel Aviv District,בחירות
2019-02,21,Tel Aviv District,בחירות
2019-03,34,Tel Aviv District,בחירות
2019-04,99,Tel Aviv District,בחירות
2019-05,9,Tel Aviv District,בחירות
2019-06,11,Tel Aviv District,בחירות
2019-07,12,Tel Aviv District,בחירות
2019-08,18,Tel Aviv District,בחירות
2019-09,100,Tel Aviv District,בחירות
2019-10,5,Tel Aviv District,בחירות
2019-11,6,Tel Aviv District,בחירות
2019-12,11,Tel Aviv District,בחירות
2020-01,12,Tel Aviv District,בחירות
2020-02,28,Tel Aviv District,בחירות
2020-03,66,Tel Aviv District,בחירות
2020-04,3,Tel Aviv District,בחירות
2020-05,2,Tel Aviv District,בחירות
2020-06,2,Tel Aviv District,בחירות
2020-07,3,Tel Aviv District,בחירות
2020-08,4,Tel Aviv District,בחירות
2020-09,2,Tel Aviv District,בחירות
2020-10,6,Tel Aviv District,בחירות
2020-11,26,Tel Aviv District,בחירות
2020-12,7,Tel Aviv District,בחירות
2021-01,12,Tel Aviv District,בחירות
2021-02,21,Tel Aviv District,בחירות
2021-03,83,Tel Aviv District,בחירות
2021-04,7,Tel Aviv District,בחירות
2021-05,5,Tel Aviv District,בחירות
2021-06,3,Tel Aviv District,בחירות
2021-07,2,Tel Aviv District,בחירות
2021-08,1,Tel Aviv District,בחירות
2021-09,1,Tel Aviv District,בחירות
2021-10,2,Tel Aviv District,בחירות
2021-11,1,Tel Aviv District,בחירות
2021-12,1,Tel Aviv District,בחירות
2022-01,2,Tel Aviv District,בחירות
2022-02,2,Tel Aviv District,בחירות
2022-03,2,Tel Aviv District,בחירות
2022-04,3,Tel Aviv District,בחירות
2022-05,4,Tel Aviv District,בחירות
2022-06,5,Tel Aviv District,בחירות
2022-07,6,Tel Aviv District,בחירות
2022-08,10,Tel Aviv District,בחירות
2022-09,13,Tel Aviv District,בחירות
2022-10,37,Tel Aviv District,בחירות
2022-11,45,Tel Aviv District,בחירות
2022-12,3,Tel Aviv District,בחירות
2014-01,4,Center District,אזעקה
2014-02,11,Center District,אזעקה
2014-03,9,Center District,אזעקה
2014-04,5,Center District,אזעקה
2014-05,6,Center District,אזעקה
2014-06,0,Center District,אזעקה
2014-07,100,Center District,אזעקה
2014-08,25,Center District,אזעקה
2014-09,7,Center District,אזעקה
2014-10,7,Center District,אזעקה
2014-11,7,Center District,אזעקה
2014-12,6,Center District,אזעקה
2015-01,5,Center District,אזעקה
2015-02,5,Center District,אזעקה
2015-03,7,Center District,אזעקה
2015-04,8,Center District,אזעקה
2015-05,9,Center District,אזעקה
2015-06,8,Center District,אזעקה
2015-07,9,Center District,אזעקה
2015-08,7,Center District,אזעקה
2015-09,7,Center District,אזעקה
2015-10,6,Center District,אזעקה
2015-11,0,Center District,אזעקה
2015-12,6,Center District,אזעקה
2016-01,5,Center District,אזעקה
2016-02,9,Center District,אזעקה
2016-03,8,Center District,אזעקה
2016-04,5,Center District,אזעקה
2016-05,5,Center District,אזעקה
2016-06,6,Center District,אזעקה
2016-07,5,Center District,אזעקה
2016-08,6,Center District,אזעקה
2016-09,11,Center District,אזעקה
2016-10,6,Center District,אזעקה
2016-11,5,Center District,אזעקה
2016-12,6,Center District,אזעקה
2017-01,6,Center District,אזעקה
2017-02,8,Center District,אזעקה
2017-03,5,Center District,אזעקה
2017-04,4,Center District,אזעקה
2017-05,5,Center District,אזעקה
2017-06,3,Center District,אזעקה
2017-07,5,Center District,אזעקה
2017-08,9,Center District,אזעקה
2017-09,5,Center District,אזעקה
2017-10,6,Center District,אזעקה
2017-11,17,Center District,אזעקה
2017-12,5,Center District,אזעקה
2018-01,7,Center District,אזעקה
2018-02,6,Center District,אזעקה
2018-03,9,Center District,אזעקה
2018-04,7,Center District,אזעקה
2018-05,6,Center District,אזעקה
2018-06,5,Center District,אזעקה
2018-07,6,Center District,אזעקה
2018-08,5,Center District,אזעקה
2018-09,3,Center District,אזעקה
2018-10,5,Center District,אזעקה
2018-11,6,Center District,אזעקה
2018-12,6,Center District,אזעקה
2019-01,4,Center District,אזעקה
2019-02,4,Center District,אזעקה
2019-03,31,Center District,אזעקה
2019-04,5,Center District,אזעקה
2019-05,21,Center District,אזעקה
2019-06,5,Center District,אזעקה
2019-07,4,Center District,אזעקה
2019-08,5,Center District,אזעקה
2019-09,6,Center District,אזעקה
2019-10,4,Center District,אזעקה
2019-11,23,Center District,אזעקה
2019-12,3,Center District,אזעקה
2020-01,4,Center District,אזעקה
2020-02,5,Center District,אזעקה
2020-03,2,Center District,אזעקה
2020-04,4,Center District,אזעקה
2020-05,3,Center District,אזעקה
2020-06,5,Center District,אזעקה
2020-07,4,Center District,אזעקה
2020-08,5,Center District,אזעקה
2020-09,3,Center District,אזעקה
2020-10,3,Center District,אזעקה
2020-11,5,Center District,אזעקה
2020-12,3,Center District,אזעקה
2021-01,4,Center District,אזעקה
2021-02,4,Center District,אזעקה
2021-03,3,Center District,אזעקה
2021-04,6,Center District,אזעקה
2021-05,49,Center District,אזעקה
2021-06,6,Center District,אזעקה
2021-07,4,Center District,אזעקה
2021-08,7,Center District,אזעקה
2021-09,4,Center District,אזעקה
2021-10,4,Center District,אזעקה
2021-11,10,Center District,אזעקה
2021-12,5,Center District,אזעקה
2022-01,4,Center District,אזעקה
2022-02,4,Center District,אזעקה
2022-03,4,Center District,אזעקה
2022-04,6,Center District,אזעקה
2022-05,7,Center District,אזעקה
2022-06,4,Center District,אזעקה
2022-07,5,Center District,אזעקה
2022-08,16,Center District,אזעקה
2022-09,5,Center District,אזעקה
2022-10,3,Center District,אזעקה
2022-11,4,Center District,אזעקה
2022-12,4,Center District,אזעקה
2014-01,0,Haifa District,אזעקה
2014-02,0,Haifa District,אזעקה
2014-03,0,Haifa District,אזעקה
2014-04,0,Haifa District,אזעקה
2014-05,0,Haifa District,אזעקה
2014-06,0,Haifa District,אזעקה
2014-07,100,Haifa District,אזעקה
2014-08,23,Haifa District,אזעקה
2014-09,9,Haifa District,אזעקה
2014-10,0,Haifa District,אזעקה
2014-11,0,Haifa District,אזעקה
2014-12,0,Haifa District,אזעקה
2015-01,0,Haifa District,אזעקה
2015-02,0,Haifa District,אזעקה
2015-03,0,Haifa District,אזעקה
2015-04,0,Haifa District,אזעקה
2015-05,0,Haifa District,אזעקה
2015-06,13,Haifa District,אזעקה
2015-07,9,Haifa District,אזעקה
2015-08,0,Haifa District,אזעקה
2015-09,0,Haifa District,אזעקה
2015-10,0,Haifa District,אזעקה
2015-11,0,Haifa District,אזעקה
2015-12,0,Haifa District,אזעקה
2016-01,8,Haifa District,אזעקה
2016-02,8,Haifa District,אזעקה
2016-03,6,Haifa District,אזעקה
2016-04,6,Haifa District,אזעקה
2016-05,9,Haifa District,אזעקה
2016-06,12,Haifa District,אזעקה
2016-07,6,Haifa District,אזעקה
2016-08,0,Haifa District,אזעקה
2016-09,14,Haifa District,אזעקה
2016-10,8,Haifa District,אזעקה
2016-11,6,Haifa District,אזעקה
2016-12,5,Haifa District,אזעקה
2017-01,6,Haifa District,אזעקה
2017-02,10,Haifa District,אזעקה
2017-03,8,Haifa District,אזעקה
2017-04,9,Haifa District,אזעקה
2017-05,7,Haifa District,אזעקה
2017-06,7,Haifa District,אזעקה
2017-07,5,Haifa District,אזעקה
2017-08,6,Haifa District,אזעקה
2017-09,0,Haifa District,אזעקה
2017-10,9,Haifa District,אזעקה
2017-11,9,Haifa District,אזעקה
2017-12,0,Haifa District,אזעקה
2018-01,4,Haifa District,אזעקה
2018-02,10,Haifa District,אזעקה
2018-03,10,Haifa District,אזעקה
2018-04,10,Haifa District,אזעקה
2018-05,11,Haifa District,אזעקה
2018-06,7,Haifa District,אזעקה
2018-07,8,Haifa District,אזעקה
2018-08,0,Haifa District,אזעקה
2018-09,4,Haifa District,אזעקה
2018-10,6,Haifa District,אזעקה
2018-11,8,Haifa District,אזעקה
2018-12,5,Haifa District,אזעקה
2019-01,8,Haifa District,אזעקה
2019-02,5,Haifa District,אזעקה
2019-03,12,Haifa District,אזעקה
2019-04,5,Haifa District,אזעקה
2019-05,14,Haifa District,אזעקה
2019-06,4,Haifa District,אזעקה
2019-07,10,Haifa District,אזעקה
2019-08,6,Haifa District,אזעקה
2019-09,7,Haifa District,אזעקה
2019-10,5,Haifa District,אזעקה
2019-11,17,Haifa District,אזעקה
2019-12,4,Haifa District,אזעקה
2020-01,0,Haifa District,אזעקה
2020-02,4,Haifa District,אזעקה
2020-03,4,Haifa District,אזעקה
2020-04,5,Haifa District,אזעקה
2020-05,5,Haifa District,אזעקה
2020-06,5,Haifa District,אזעקה
2020-07,4,Haifa District,אזעקה
2020-08,5,Haifa District,אזעקה
2020-09,4,Haifa District,אזעקה
2020-10,0,Haifa District,אזעקה
2020-11,5,Haifa District,אזעקה
2020-12,4,Haifa District,אזעקה
2021-01,5,Haifa District,אזעקה
2021-02,5,Haifa District,אזעקה
2021-03,5,Haifa District,אזעקה
2021-04,5,Haifa District,אזעקה
2021-05,46,Haifa District,אזעקה
2021-06,6,Haifa District,אזעקה
2021-07,5,Haifa District,אזעקה
2021-08,8,Haifa District,אזעקה
2021-09,3,Haifa District,אזעקה
2021-10,4,Haifa District,אזעקה
2021-11,8,Haifa District,אזעקה
2021-12,22,Haifa District,אזעקה
2022-01,0,Haifa District,אזעקה
2022-02,14,Haifa District,אזעקה
2022-03,5,Haifa District,אזעקה
2022-04,5,Haifa District,אזעקה
2022-05,11,Haifa District,אזעקה
2022-06,4,Haifa District,אזעקה
2022-07,8,Haifa District,אזעקה
2022-08,11,Haifa District,אזעקה
2022-09,5,Haifa District,אזעקה
2022-10,4,Haifa District,אזעקה
2022-11,9,Haifa District,אזעקה
2022-12,3,Haifa District,אזעקה
2014-01,0,Jerusalem District,אזעקה
2014-02,14,Jerusalem District,אזעקה
2014-03,0,Jerusalem District,אזעקה
2014-04,0,Jerusalem District,אזעקה
2014-05,0,Jerusalem District,אזעקה
2014-06,0,Jerusalem District,אזעקה
2014-07,100,Jerusalem District,אזעקה
2014-08,15,Jerusalem District,אזעקה
2014-09,0,Jerusalem District,אזעקה
2014-10,0,Jerusalem District,אזעקה
2014-11,0,Jerusalem District,אזעקה
2014-12,0,Jerusalem District,אזעקה
2015-01,0,Jerusalem District,אזעקה
2015-02,0,Jerusalem District,אזעקה
2015-03,0,Jerusalem District,אזעקה
2015-04,0,Jerusalem District,אזעקה
2015-05,0,Jerusalem District,אזעקה
2015-06,0,Jerusalem District,אזעקה
2015-07,9,Jerusalem District,אזעקה
2015-08,7,Jerusalem District,אזעקה
2015-09,8,Jerusalem District,אזעקה
2015-10,9,Jerusalem District,אזעקה
2015-11,0,Jerusalem District,אזעקה
2015-12,0,Jerusalem District,אזעקה
2016-01,0,Jerusalem District,אזעקה
2016-02,9,Jerusalem District,אזעקה
2016-03,0,Jerusalem District,אזעקה
2016-04,0,Jerusalem District,אזעקה
2016-05,7,Jerusalem District,אזעקה
2016-06,0,Jerusalem District,אזעקה
2016-07,7,Jerusalem District,אזעקה
2016-08,9,Jerusalem District,אזעקה
2016-09,9,Jerusalem District,אזעקה
2016-10,0,Jerusalem District,אזעקה
2016-11,0,Jerusalem District,אזעקה
2016-12,7,Jerusalem District,אזעקה
2017-01,0,Jerusalem District,אזעקה
2017-02,0,Jerusalem District,אזעקה
2017-03,6,Jerusalem District,אזעקה
2017-04,6,Jerusalem District,אזעקה
2017-05,0,Jerusalem District,אזעקה
2017-06,0,Jerusalem District,אזעקה
2017-07,0,Jerusalem District,אזעקה
2017-08,0,Jerusalem District,אזעקה
2017-09,0,Jerusalem District,אזעקה
2017-10,0,Jerusalem District,אזעקה
2017-11,7,Jerusalem District,אזעקה
2017-12,7,Jerusalem District,אזעקה
2018-01,0,Jerusalem District,אזעקה
2018-02,7,Jerusalem District,אזעקה
2018-03,12,Jerusalem District,אזעקה
2018-04,8,Jerusalem District,אזעקה
2018-05,6,Jerusalem District,אזעקה
2018-06,0,Jerusalem District,אזעקה
2018-07,6,Jerusalem District,אזעקה
2018-08,0,Jerusalem District,אזעקה
2018-09,13,Jerusalem District,אזעקה
2018-10,0,Jerusalem District,אזעקה
2018-11,5,Jerusalem District,אזעקה
2018-12,0,Jerusalem District,אזעקה
2019-01,0,Jerusalem District,אזעקה
2019-02,17,Jerusalem District,אזעקה
2019-03,14,Jerusalem District,אזעקה
2019-04,0,Jerusalem District,אזעקה
2019-05,18,Jerusalem District,אזעקה
2019-06,0,Jerusalem District,אזעקה
2019-07,5,Jerusalem District,אזעקה
2019-08,0,Jerusalem District,אזעקה
2019-09,0,Jerusalem District,אזעקה
2019-10,0,Jerusalem District,אזעקה
2019-11,17,Jerusalem District,אזעקה
2019-12,0,Jerusalem District,אזעקה
2020-01,0,Jerusalem District,אזעקה
2020-02,0,Jerusalem District,אזעקה
2020-03,0,Jerusalem District,אזעקה
2020-04,0,Jerusalem District,אזעקה
2020-05,5,Jerusalem District,אזעקה
2020-06,0,Jerusalem District,אזעקה
2020-07,5,Jerusalem District,אזעקה
2020-08,0,Jerusalem District,אזעקה
2020-09,0,Jerusalem District,אזעקה
2020-10,0,Jerusalem District,אזעקה
2020-11,5,Jerusalem District,אזעקה
2020-12,0,Jerusalem District,אזעקה
2021-01,0,Jerusalem District,אזעקה
2021-02,0,Jerusalem District,אזעקה
2021-03,0,Jerusalem District,אזעקה
2021-04,6,Jerusalem District,אזעקה
2021-05,57,Jerusalem District,אזעקה
2021-06,0,Jerusalem District,אזעקה
2021-07,0,Jerusalem District,אזעקה
2021-08,0,Jerusalem District,אזעקה
2021-09,0,Jerusalem District,אזעקה
2021-10,0,Jerusalem District,אזעקה
2021-11,8,Jerusalem District,אזעקה
2021-12,6,Jerusalem District,אזעקה
2022-01,0,Jerusalem District,אזעקה
2022-02,4,Jerusalem District,אזעקה
2022-03,13,Jerusalem District,אזעקה
2022-04,4,Jerusalem District,אזעקה
2022-05,6,Jerusalem District,אזעקה
2022-06,7,Jerusalem District,אזעקה
2022-07,4,Jerusalem District,אזעקה
2022-08,12,Jerusalem District,אזעקה
2022-09,0,Jerusalem District,אזעקה
2022-10,0,Jerusalem District,אזעקה
2022-11,4,Jerusalem District,אזעקה
2022-12,3,Jerusalem District,אזעקה
2014-01,0,North District,אזעקה
2014-02,0,North District,אזעקה
2014-03,0,North District,אזעקה
