"","SEMEL_YISHUV","loc","locality","X2006","X2009","X2013","X2015","X2019","X2019_2","X2020","X2021","X2022","lat","long","distance"
"266",383,"עיןהנציב","עין הנצי""ב",0.0865384615384615,0.25,0.0838323353293413,0.153153153153153,0.0875706214689266,0.128617363344051,0.178247734138973,0.0647249190938511,0.134185303514377,32.4699205,35.502296,135.650118492666
"267",385,"עמיעד","עמיעד",0.00354609929078014,0.0179856115107914,0.0510948905109489,0.0371747211895911,0.0297397769516729,0.04,0.0639097744360902,0.052434456928839,0.0673758865248227,32.9283065,35.540727,177.853039383155
"268",386,"בנידרור","בני דרור",0.0595065312046444,0.160839160839161,0.164364640883978,0.178137651821862,0.154911838790932,0.143401015228426,0.163682864450128,0.118466898954704,0.131274131274131,32.2621054,34.9011449,83.4539697119474
"269",387,"כפרמונש","כפר מונש",0.0663265306122449,0.148706896551724,0.0961145194274029,0.0614754098360656,0.0903361344537815,0.0767676767676768,0.10412147505423,0.0824295010845987,0.0810234541577825,32.3477669,34.9160405,92.7884394706759
"270",388,"כפרקיש","כפר קיש",0.0144927536231884,0.104972375690608,0.135964912280702,0.123188405797101,0.152647975077882,0.155555555555556,0.191823899371069,0.11144578313253,0.163204747774481,32.6678364,35.4511275,149.412525898427
"271",389,"בצרה","בצרה",0.0563380281690141,0.126272912423625,0.112727272727273,0.0886075949367089,0.0981067125645439,0.0983333333333333,0.138353765323993,0.0813148788927336,0.0895522388059701,32.212797,34.8800895,77.8279757294819
"272",390,"רגבה","רגבה",0.0220588235294118,0.0862068965517241,0.112396694214876,0.110410094637224,0.122749590834697,0.155172413793103,0.159935379644588,0.129720853858785,0.146067415730337,32.976326,35.0998484,163.784954699683
"273",393,"גלאון","גלאון",0.00460829493087558,0.00408163265306122,0.0343511450381679,0.0267175572519084,0.0225806451612903,0.0157232704402516,0.0276073619631902,0.0153374233128834,0.0237388724035608,31.633539,34.8487446,28.4341389883504
"274",394,"שובל","שובל",0.026525198938992,0.0294906166219839,0.0549738219895288,0.0515463917525773,0.0394190871369295,0.037037037037037,0.0332594235033259,0.0197802197802198,0.0258064516129032,31.413716,34.7427845,21.2590105728663
"275",395,"משמרהנגב","משמר הנגב",0.0075187969924812,0.0306122448979592,0.0734341252699784,0.0938775510204082,0.0947775628626693,0.0975143403441683,0.111111111111111,0.0851449275362319,0.0983899821109123,31.364078,34.717917,23.1056718764882
"276",396,"נבטים","נבטים",0.0833333333333333,0.206303724928367,0.211586901763224,0.276150627615063,0.27906976744186,0.25177304964539,0.345878136200717,0.289115646258503,0.3104,31.2237525,34.8808699,45.0677452746534
"277",397,"חצרים","חצרים",0.00769230769230769,0.032015065913371,0.0339892665474061,0.0341296928327645,0.0294117647058824,0.0288624787775891,0.0367278797996661,0.0275974025974026,0.0313014827018122,31.239215,34.716239,33.1775182436782
"278",398,"שרשרת","שרשרת",0.143939393939394,0.356643356643357,0.264367816091954,0.446327683615819,0.635416666666667,0.510526315789474,0.601990049751244,0.515957446808511,0.492890995260663,31.403813,34.6027256,12.9764660443249
"279",399,"בארי","בארי",0.0111731843575419,0.0294117647058824,0.0319488817891374,0.0269865067466267,0.0327868852459016,0.029320987654321,0.0403587443946188,0.0311572700296736,0.0287443267776097,31.423639,34.4909565,4.6469020972257
"280",400,"אבןשמואל","אבן שמואל",0.0674603174603175,0.140151515151515,0.0869565217391304,0.223506743737958,0.350132625994695,0.323415265200517,0.443312101910828,0.275061124694377,0.274336283185841,31.575215,34.765164,18.9984965690638
"281",402,"ניריצחק","ניר יצחק",0,0.0168539325842697,0.0155440414507772,0.0078740157480315,0.0231958762886598,0.0183246073298429,0.0111111111111111,0.0131233595800525,0.0220385674931129,31.2369481,34.358141,3.70790786896126
"282",403,"אורים","אורים",0.00421940928270042,0.0487804878048781,0.0595238095238095,0.03515625,0.046875,0.0497925311203319,0.0548523206751055,0.0550847457627119,0.0728744939271255,31.3039921,34.5227285,14.1109803881357
"283",405,"נווהאילן","נווה אילן",0.0952380952380952,0.177083333333333,0.167848699763593,0.164634146341463,0.150101419878296,0.18580375782881,0.221074380165289,0.14867617107943,0.194059405940594,31.808367,35.080866,56.80983378678
"284",406,"חצוראשדוד","חצור-אשדוד",0.00241545893719807,0.00945626477541371,0.0334928229665072,0.0201793721973094,0.0277777777777778,0.0221729490022173,0.0331262939958592,0.0274261603375527,0.041407867494824,31.775121,34.7194555,28.8763993276238
"285",407,"דברת","דברת",0.0355029585798817,0.0683229813664596,0.0670391061452514,0.0745341614906832,0.0878048780487805,0.0648148148148148,0.105263157894737,0.0553359683794466,0.104651162790698,32.6475029,35.350178,142.217392803245
"286",408,"נאותמרדכי","נאות מרדכי",0.0243161094224924,0.0668789808917197,0.0906432748538012,0.0647058823529412,0.0531914893617021,0.0660919540229885,0.0906593406593407,0.0557029177718833,0.0870712401055409,33.15942,35.597509,202.595979952514
"287",409,"יחיעם","יחיעם",0,0.00389105058365759,0.039426523297491,0.0553846153846154,0.0683229813664596,0.126027397260274,0.157216494845361,0.11704834605598,0.125628140703518,32.9970075,35.2202319,170.207005427238
"288",413,"צאלים","צאלים",0.00819672131147541,0.0323886639676113,0.0555555555555556,0.0457746478873239,0.0608108108108108,0.0902527075812274,0.114391143911439,0.0970149253731343,0.094488188976378,31.203217,34.534258,18.644820662661
"289",414,"קלחים","קלחים",0.0227272727272727,0.122448979591837,0.150943396226415,0.172690763052209,0.296551724137931,0.262237762237762,0.352159468438538,0.302158273381295,0.285234899328859,31.450237,34.676825,14.1866645501541
"290",415,"שוקדה","שוקדה",0.108695652173913,0.368,0.204225352112676,0.401234567901235,0.357142857142857,0.302325581395349,0.418181818181818,0.274418604651163,0.32156862745098,31.4216514,34.523818,7.03981440312251
"291",416,"מעיןברוך","מעין ברוך",0.00549450549450549,0.045662100456621,0.0448717948717949,0.0778097982708934,0.0925373134328358,0.115044247787611,0.152694610778443,0.0884146341463415,0.111801242236025,33.240483,35.6073735,210.710746329536
"292",417,"יקום","יקום",0.00554016620498615,0.0292553191489362,0.0122549019607843,0.0196560196560197,0.0232018561484919,0.0215311004784689,0.0283018867924528,0.0138248847926267,0.0182232346241458,32.2499656,34.8412091,79.7603113314399
"293",418,"בניציון","בני ציון",0.0751072961373391,0.184761904761905,0.124792013311148,0.11631419939577,0.121359223300971,0.0985691573926868,0.157232704402516,0.0901898734177215,0.102106969205835,32.2178798,34.867371,77.9758831850859
"294",419,"סעד","סעד",0.0493827160493827,0.167452830188679,0.102127659574468,0.163865546218487,0.12678936605317,0.144420131291028,0.177777777777778,0.0840336134453782,0.136752136752137,31.470519,34.5355975,3.81689739834436
"295",421,"משאבישדה","משאבי שדה",0.0105633802816901,0.0299003322259136,0.0787671232876712,0.0694006309148265,0.0612903225806452,0.0483870967741935,0.0439189189189189,0.0277777777777778,0.0253623188405797,31.003775,34.7868229,51.0746822141625
"296",422,"חרבלאת","חרב לאת",0.0747330960854092,0.191977077363897,0.13262599469496,0.139759036144578,0.18780487804878,0.176470588235294,0.222760290556901,0.173302107728337,0.192488262910798,32.4024316,34.917435,98.220084666027
"297",423,"העוגן","העוגן",0.00539083557951483,0.025,0.0283018867924528,0.0219298245614035,0.0238095238095238,0.0238611713665944,0.0326797385620915,0.0302375809935205,0.0328227571115974,32.3628044,34.9236844,94.4853865960081
"298",424,"גבים","גבים",0.004739336492891,0.0574162679425837,0.046218487394958,0.0520446096654275,0.0552325581395349,0.0484330484330484,0.0676470588235294,0.0501474926253687,0.0640243902439024,31.5063705,34.6014415,3.99931124767857
"299",425,"משמרת","משמרת",0.0225988700564972,0.116279069767442,0.103448275862069,0.0773809523809524,0.0761904761904762,0.0666666666666667,0.0917782026768642,0.0498084291187739,0.0714285714285714,32.227112,34.920827,81.0242168010424
"300",426,"עיןכרמל","עין כרמל",0.00381679389312977,0.0343511450381679,0.0648648648648649,0.0426666666666667,0.0603864734299517,0.0620347394540943,0.0716049382716049,0.0428571428571429,0.037037037037037,32.675373,34.9548701,127.856086522419
"301",427,"כפרגלים","כפר גלים",0.0508474576271186,0.244897959183673,0.357142857142857,0.423728813559322,0.338983050847458,0.254237288135593,0.395833333333333,0.413793103448276,0.313432835820896,32.7661495,34.959511,137.443948303649
"302",428,"ברורחיל","ברור חיל",0.014760147601476,0.0680272108843537,0.0774647887323944,0.107066381156317,0.1,0.0871212121212121,0.134387351778656,0.0951456310679612,0.118677042801556,31.5580501,34.648247,7.38867365532464
"303",429,"אלוניאבא","אלוני אבא",0.0306122448979592,0.0901162790697674,0.0887445887445888,0.0697211155378486,0.0775047258979206,0.0704761904761905,0.1,0.0715630885122411,0.073394495412844,32.729211,35.170982,141.338110496454
"304",430,"ביתלחםהגלילית","בית לחם הגלילית",0.0433526011560694,0.154639175257732,0.136470588235294,0.118451025056948,0.107438016528926,0.0995670995670996,0.140350877192982,0.106986899563319,0.140311804008909,32.7345175,35.1899475,142.664682548148
"305",431,"דלתון","דלתון",0.182481751824818,0.395348837209302,0.436578171091445,0.587822014051522,0.516411378555799,0.595604395604396,0.642857142857143,0.55045871559633,0.553030303030303,33.016631,35.4892865,183.594432374335
"306",432,"שמרת","שמרת",0.016,0.0196078431372549,0.044,0.0310077519379845,0.0816993464052288,0.0926517571884984,0.125766871165644,0.0498442367601246,0.0676470588235294,32.9522185,35.0951925,161.116356231414
"307",433,"נחשולים","נחשולים",0.00383141762452107,0.0288808664259928,0.0558510638297872,0.027027027027027,0.0401891252955083,0.0360576923076923,0.0531645569620253,0.0351288056206089,0.0386473429951691,32.616702,34.9198625,120.239531132064
"308",434,"החותרים","החותרים",0.0179640718562874,0.0392749244712991,0.032345013477089,0.0326633165829146,0.033112582781457,0.0427927927927928,0.0547045951859956,0.0433839479392625,0.0414847161572052,32.7524186,34.9572376,135.825102353688
"309",435,"נצרסרני","נצר סרני",0.0130548302872063,0.030952380952381,0.0325581395348837,0.0205949656750572,0.0210084033613445,0.0144927536231884,0.0357852882703777,0.0239043824701195,0.0203327171903882,31.921062,34.8222885,48.0632892838833
"310",436,"עיןדור","עין דור",0.00755667506297229,0.0421836228287841,0.0462776659959759,0.0274442538593482,0.0352941176470588,0.0539130434782609,0.0565371024734982,0.0363321799307958,0.056140350877193,32.6570405,35.417631,146.651961863926
"311",437,"רשפים","רשפים",0.00374531835205993,0.033457249070632,0.0214285714285714,0.0290322580645161,0.0524193548387097,0.0781563126252505,0.114228456913828,0.0674373795761079,0.0990825688073395,32.4817394,35.4771789,134.923510040772
"312",439,"שלוחות","שלוחות",0.0532319391634981,0.193181818181818,0.0865051903114187,0.148936170212766,0.155797101449275,0.1953125,0.24124513618677,0.154471544715447,0.150627615062762,32.471781,35.481756,134.509653383108
"313",440,"יסודות","יסודות",0,0.025974025974026,0.00364963503649635,0.003690036900369,0.0066006600660066,0.0135593220338983,0.0137931034482759,0.016025641025641,0.00625,31.8157655,34.8637495,41.3957068918737
"314",442,"גדעונה","גדעונה",0.153846153846154,0.41,0.345323741007194,0.438502673796791,0.420560747663551,0.467336683417085,0.535398230088496,0.463203463203463,0.426086956521739,32.5482805,35.359388,133.810514270065
"315",443,"כפרהנשיא","כפר הנשיא",0.019047619047619,0.0586510263929619,0.0354223433242507,0.0445544554455446,0.0463414634146341,0.057356608478803,0.0754716981132075,0.0694789081885856,0.0497512437810945,32.9764105,35.6008935,185.536199731356
"316",444,"רגבים","רגבים",0.00571428571428571,0.0434782608695652,0.0480769230769231,0.0463320463320463,0.0666666666666667,0.0659722222222222,0.0896551724137931,0.0598591549295775,0.0566037735849057,32.5224645,35.0342945,115.13563272495
"317",445,"רמותמנשה","רמות מנשה",0.0087719298245614,0.0407239819004525,0.0372250423011844,0.0306946688206785,0.0308166409861325,0.0318979266347687,0.0442073170731707,0.0286123032904149,0.0410764872521246,32.596922,35.057061,123.502939778137
"318",446,"אודים","אודים",0.0658536585365854,0.152360515021459,0.113718411552347,0.113945578231293,0.131955484896661,0.128038897893031,0.144951140065147,0.130030959752322,0.112377850162866,32.2648495,34.8497486,81.8051979889609
"319",447,"נורדיה","נורדיה",0.13905325443787,0.252678571428571,0.2256,0.199400299850075,0.194727891156463,0.189003436426117,0.217021276595745,0.172489082969432,0.196544276457883,32.3149301,34.8960815,88.626451972646
"320",448,"בניעטרות","בני עטרות",0.0447761194029851,0.145363408521303,0.117521367521368,0.118712273641851,0.1003861003861,0.094949494949495,0.12156862745098,0.0828402366863905,0.101030927835052,32.0241585,34.9149056,62.0428211125892
"321",449,"נחלים","נחלים",0.0776545166402536,0.19482496194825,0.117079889807163,0.198391420911528,0.171241830065359,0.17972972972973,0.26343381389253,0.156417112299465,0.239339752407153,32.0583085,34.9110055,64.9034463666653
"322",450,"בארותיצחק","בארות יצחק",0.0843373493975904,0.160919540229885,0.0643939393939394,0.129496402877698,0.176678445229682,0.18978102189781,0.207272727272727,0.11913357400722,0.138461538461538,32.0420589,34.9103885,63.4171954748751
"323",452,"יזרעאל","יזרעאל",0.00980392156862745,0.0209580838323353,0.0181268882175227,0.0313390313390313,0.0398860398860399,0.0292397660818713,0.0294985250737463,0.0260115606936416,0.0255681818181818,32.5616544,35.321591,132.834040127376
"324",453,"יפתח","יפתח",0.0101694915254237,0.0448275862068966,0.0498442367601246,0.0484330484330484,0.03125,0.0378378378378378,0.06282722513089,0.0282051282051282,0.0362694300518135,33.1277855,35.5498421,197.017624861248
"325",454,"סער","סער",0.0256410256410256,0.045643153526971,0.108823529411765,0.129675810473815,0.150224215246637,0.174940898345154,0.194508009153318,0.148491879350348,0.138592750533049,33.0293455,35.110015,169.633723007887
"326",456,"שורש","שורש",0.0582191780821918,0.154727793696275,0.129224652087475,0.174652241112828,0.186263096623981,0.179906542056075,0.215801886792453,0.157894736842105,0.140756302521008,31.7967205,35.06528,54.9336512668786
"327",457,"גזית","גזית",0.00238095238095238,0.0196078431372549,0.0299539170506912,0.0252293577981651,0.0239130434782609,0.0285714285714286,0.0466666666666667,0.0342612419700214,0.0255863539445629,32.6379774,35.4475939,146.712304478916
"328",460,"רמתרזיאל","רמת רזיאל",0.115740740740741,0.212454212454212,0.163076923076923,0.176646706586826,0.190340909090909,0.157434402332362,0.239766081871345,0.128571428571429,0.155619596541787,31.7735359,35.073783,54.271122178281
"329",462,"טלשחר","טל שחר",0.0367647058823529,0.119909502262443,0.142566191446029,0.13556338028169,0.119741100323625,0.0975609756097561,0.148208469055375,0.0939490445859873,0.121951219512195,31.8055426,34.9019645,43.0290173378059
"330",463,"געתון","געתון",0,0.0413533834586466,0.0415335463258786,0.0387096774193548,0.0625,0.0534351145038168,0.0853333333333333,0.0641025641025641,0.083969465648855,33.0059735,35.2148984,170.939751049056
"331",464,"הראל","הראל",0,0,0.021978021978022,0.0288461538461538,0.0247933884297521,0.0333333333333333,0.0583333333333333,0.0336134453781513,0.047244094488189,31.809577,34.9490304,46.7955544725721
"332",465,"צובה","צובה",0.0113314447592068,0.032258064516129,0.0428211586901763,0.0438799076212471,0.0272277227722772,0.0398009950248756,0.0564102564102564,0.0276381909547739,0.0569948186528497,31.783538,35.1187709,58.7550311494535
"333",466,"ביתדגן","בית דגן",0.144716088328076,0.354173594945128,0.306092560046866,0.383550705350013,0.46944662995017,0.4671875,0.523472331497508,0.424819083355669,0.386919022520364,31.9983614,34.8297666,55.1040232851407
"334",469,"קריתעקרון","קרית עקרון",0.15670356703567,0.365021605640209,0.36075205640423,0.447015834348356,0.535757999650288,0.50488315312173,0.597714870395634,0.509097525473071,0.462557310239429,31.8616715,34.8197865,42.3016625683748
"335",472,"אבוגוש","אבו גוש",0.00251414204902577,0.0139720558882236,0.0458923512747875,0.0231444533120511,0.109061313076506,0.0477971737323358,0.104399701715138,0.244478685156651,0.0751173708920188,31.806502,35.108562,59.0030802033704
"336",473,"אבוסנאן","אבו סנאן",0.0122712594187298,0.0717586961809779,0.0537818727233769,0.0443786982248521,0.0298131429771153,0.0398789389353748,0.0314725857213848,0.113806706114398,0.0752508361204013,32.9667965,35.1556505,165.478946314188
"337",475,"דחי","דחי",0,0.0145985401459854,0.00662251655629139,0.00390625,0.0441176470588235,0.0075187969924812,0.0104166666666667,0.152380952380952,0.00460829493087558,32.6210445,35.3441805,139.448765956771
"338",478,"אכסאל","אכסאל",0.000438404208680403,0.00183958793230316,0.0252808988764045,0.0106363469649734,0.0091533180778032,0.00697228516646331,0.00568181818181818,0.0481156672197203,0.00786646201074444,32.673481,35.3319945,143.864220664627
"339",480,"ביתגן","בית ג'ן",0.00838621940163191,0.0989739204788371,0.200426439232409,0.0500241662638956,0.0324688584847866,0.0484552122693932,0.0738835632452654,0.138275963518682,0.0569122516556291,32.9657885,35.3790864,174.471257773385
"340",481,"מגאר","מגאר",0.0190437601296596,0.0790216368767639,0.12920782100383,0.0321107898341196,0.029291553133515,0.0269616733164067,0.0371100545053926,0.0844910688970797,0.0737427138403145,32.8733075,35.4155614,168.299346642154
"341",482,"בועיינהנוגידאת","בועיינה-נוג'ידאת",0.0012531328320802,0.00284206252537556,0.00317460317460317,0.00277238702522872,0.0112736136502133,0.00891492613346918,0.00605073306958343,0.0358485111303845,0.0168195718654434,32.8124755,35.3739565,158.463188636812
"342",483,"בענה","בענה",NA,NA,0.00737018425460636,0.001835824809861,0.00152129817444219,0.00841750841750842,0.00359550561797753,0.0141364474492932,0.0080042689434365,32.9293434,35.2790699,165.847650873721
"343",485,"גולס","ג'ולס",0.0412221144519884,0.191192266380236,0.172012830793905,0.140969162995595,0.114162416633974,0.0856140350877193,0.113321492007105,0.194121915820029,0.151065449010654,32.9413535,35.1803245,163.031165607162
"344",487,"גשגושחלב","ג'ש (גוש חלב)",0.00210304942166141,0.0156028368794326,0.0908141962421712,0.00220588235294118,0.00440528634361234,0.0061898211829436,0.00727032385988103,0.133093525179856,0.0285035629453682,33.023092,35.431121,181.771584576789
"345",489,"דבוריה","דבוריה",0.00151457781143506,0.00124185035703198,0.00330628193567779,0.0022202486678508,0.00266666666666667,0.00918047469771608,0.00183448838157358,0.0173812282734647,0.00309082263433191,32.68957,35.3669895,146.895247581696
"346",490,"דייראלאסד","דייר אל-אסד",NA,NA,0.0289704043351396,0.00441072688779111,0.00594833446634942,0.00450667954289393,0.00204170920227505,0.0158699438745887,0.00519987000324992,32.944313,35.2749165,166.56932660899
"347",492,"דיירחנא","דייר חנא",0.00145222189950624,0.00325732899022801,0.0196550340954673,0.00639578630549285,0.00710413161338568,0.00506329113924051,0.00444368484019826,0.0220150733835779,0.00871707409512981,32.8641421,35.3676535,163.430456683464
"348",494,"דאליתאלכרמל","דאלית אל-כרמל",0.0147019867549669,0.158060288335518,0.128593996840442,0.0778577857785779,0.0264721772015127,0.040453074433657,0.0573078006195438,0.0905373831775701,0.0315570934256055,32.69599,35.0510041,132.957406491511
"349",496,"חורפיש","חורפיש",0.0151093439363817,0.102998696219035,0.347847121432027,0.0932400932400932,0.0220713073005093,0.062748212867355,0.0664128595600677,0.0642418516769013,0.036476523088863,33.0229845,35.3451584,177.797946448514
"350",497,"טייבהבעמק","טייבה (בעמק)",0.00171821305841924,0.00162866449511401,0.00495867768595041,0.00807754442649435,0.0407725321888412,0.00940438871473354,0.0056980056980057,0.0859030837004405,0.00998336106489185,32.6030136,35.4457815,143.780781126008
"351",498,"טורעאן","טורעאן",0.00227725590663251,0.02472027062191,0.0276723945547869,0.00587900625829698,0.00546323696790348,0.00322525886946189,0.00398075966163543,0.0233243967828418,0.0135053416649869,32.774987,35.3818125,156.724973808951
"352",499,"יפיע","יפיע",0.010025706940874,0.0072531586335985,0.0458639092728486,0.0272531030760928,0.0242950877815215,0.0151228733459357,0.0121387283236994,0.0546007876834945,0.0302222222222222,32.6835429,35.2709725,142.761642465302
"353",502,"ירכא","ירכא",0.0177319587628866,0.0887001185302252,0.217103026181571,0.0433195020746888,0.350720949957591,0.316171308214369,0.294071146245059,0.352227453821079,0.344285214959804,32.9600645,35.210859,166.390111993688
"354",504,"כאבול","כאבול",0.00143513203214696,0.00173724212812161,0.00298448070035814,0.00209205020920502,0.00259015740187288,0.00320458762017204,0.00180641276531687,0.00537944284341979,0.00296980696254743,32.8766485,35.2042935,157.101190439903
"355",505,"כאוכבאבואלהיג","כאוכב אבו אל-היג'",0.00146842878120411,0.00410116199589884,0.00356633380884451,0.00113765642775882,0.00185528756957328,0.00244738130200685,0.00141043723554302,0.0119442601194426,0.00176574455562095,32.829475,35.2509515,154.69100138999
"356",507,"כפריאסיף","כפר יאסיף",0.00575916230366492,0.00394769306686405,0.0201117318435754,0.0155358898721731,0.022572402044293,0.0179457808323788,0.0175406871609403,0.0413425205601245,0.0263509642925339,32.9501741,35.1604509,163.332013317414
"357",508,"כפרכמא","כפר כמא",0.0182481751824818,0.00400801603206413,0.0269230769230769,0.0526315789473684,0.012241054613936,0.018716577540107,0.0191780821917808,0.0897435897435897,0.0301075268817204,32.71963,35.4332224,153.25487531161
"358",509,"כפרכנא","כפר כנא",0.00289805659734061,0.00949635407834492,0.015357867284845,0.00308324768756423,0.00790745350710207,0.0100965272384334,0.00705450328565906,0.0370319001386963,0.0239630215302275,32.753169,35.3455005,151.970272494161
"359",510,"כפרמנדא","כפר מנדא",0.00094553706505295,0.00201539025283987,0.0102794266685971,0.00755953130905884,0.00824906865353912,0.00453277545327755,0.00225149161319374,0.0292777240712609,0.004275908630584,32.806258,35.2612525,153.765775033514
"360",511,"עילוט","עילוט",0.00120627261761158,0.00680272108843537,0.0936668440659925,0.0257623554153523,0.0049645390070922,0.00949367088607595,0.00243828101188662,0.0128354725787631,0.0141653905053599,32.7204481,35.2634865,144.439264771397
"361",512,"כפרמצר","כפר מצר",0.0013869625520111,0.00355239786856128,0.0207182320441989,0.0338427947598253,0.00260756192959583,0.0139982502187227,0.00594732370433305,0.0649651972157773,0.0124521072796935,32.6433485,35.420842,145.944908666579
"362",514,"עיןראפה","עין ראפה",0,0.00529100529100529,0.0117647058823529,0.00554016620498615,0.0340425531914894,0.0117302052785924,0.00833333333333333,0.0401606425702811,0.0159151193633952,31.7906344,35.113226,58.5105033885339
"363",516,"מגדאלכרום","מג'ד אל-כרום",0.00293712712253327,0.00243175400062755,0.00164149704530532,0.00165214779212977,0.00260331923202083,0.00277008310249307,0.00176611580673647,0.00992858387040585,0.00302197802197802,32.915679,35.229347,164.514730849773
"364",517,"מזרעה","מזרעה",0.000745156482861401,0.00158353127474268,0.0292434837889383,0.00477554918815664,0.00178784266984505,0.00400801603206413,0.00179533213644524,0.011060507482108,0.00567302733367715,32.9842929,35.098807,164.684408812662
"365",518,"מעיליא","מעיליא",0,0.00304645849200305,0.0720053835800808,0.00286532951289398,0.00654450261780105,0.00409356725146199,0.00492610837438424,0.0283474065138721,0.0145011600928074,33.0268211,35.258061,174.720692077547
"366",520,"משהד","משהד",0.00151898734177215,0.00301962757926522,0.0125195618153365,0.00714711137581894,0.00336197235711617,0.00246457178065311,0.00689106811555791,0.0206112295664534,0.00908455625436757,32.753298,35.3225836,150.279337374328
"367",521,"עיןנקובא","עין נקובא",0.0244565217391304,0.00779220779220779,0.010507880910683,0.0118577075098814,0.0488888888888889,0.0235162374020157,0.0298826040554963,0.115874855156431,0.0465328467153285,31.7937091,35.120836,59.4017928325507
"368",522,"נחף","נחף",0.000629722921914358,0.00219887612997801,0.00793021411578113,0.00137686860739575,0.00257129499766246,0.00374111485222596,0.00249708673214583,0.0140367860600194,0.00507042253521127,32.9351165,35.3169566,168.43338627833
"369",523,"ניין","ניין",0.00967741935483871,0.00943396226415094,0.0051150895140665,0.0056369785794814,0.0223880597014925,0.0176767676767677,0.00570125427594071,0.502103786816269,0.046070460704607,32.63478,35.3526654,140.668359329385
"370",524,"נאעורה","נאעורה",0.00900900900900901,0,0.00771604938271605,0.0012987012987013,0.00333889816360601,0.00345622119815668,0.00288739172281039,0.116666666666667,0.0235294117647059,32.614472,35.3916555,141.424783665606
"371",525,"סאגור","סאג'ור",0.0363924050632911,0.188739095955591,0.416413373860182,0.132352941176471,0.0986024844720497,0.143548387096774,0.199155524278677,0.268512110726644,0.189553990610329,32.9392365,35.342678,169.479050644847
"372",526,"סולם","סולם",0,0.00105932203389831,0.00934579439252336,0.00151057401812689,0.00578034682080925,0.00164609053497942,0,0.0463980463980464,0.0070859167404783,32.6078275,35.3430585,137.521432245427
"373",527,"שזור","שזור",0.120253164556962,0.357142857142857,0.421965317919075,0.50761421319797,0.664893617021277,0.601036269430052,0.732718894009217,0.671875,0.588785046728972,32.9324835,35.352186,169.194680528815
"374",528,"עוזייר","עוזייר",0.0575139146567718,0.00892857142857143,0.0034965034965035,0.00321888412017167,0.00512163892445583,0,0.00156372165754496,0.0190796857463524,0.00185185185185185,32.792857,35.3298825,154.392239396124
"375",529,"אעבלין","אעבלין",0.00291082296903943,0.00589344648750589,0.0459356000900698,0.0160131389858345,0.0114761476147615,0.0095931781844022,0.0105126961022158,0.048722390645301,0.0236248236953456,32.827894,35.174408,151.650244561875
"376",530,"עיילבון","עיילבון",0.00173160173160173,0.0267356619232428,0.0563218390804598,0.0271698113207547,0.027151051625239,0.0248078266946191,0.0367445054945055,0.0803391199031086,0.0503805726712577,32.842315,35.400515,162.795963300522
"377",531,"עראבה","עראבה",0.00572806753090142,0.000906853219328929,0.00900329698199341,0.00145659351330355,0.00197587354409318,0.00154440154440154,0.00157925359487989,0.00810696988839756,0.00252697055107396,32.8556495,35.3404015,161.731716553482
"378",532,"עיןמאהל","עין מאהל",0.0138888888888889,0.00763143018654607,0.0258699633699634,0.0061630568762106,0.00389307033480405,0.00340007555723461,0.00532319391634981,0.0213167835941716,0.00479904019196161,32.7182,35.3567744,149.69706776059
"379",534,"עספיא","עספיא",NA,NA,0.200260416666667,0.038693234476367,0.026386404293381,0.0229170712759759,0.0292386185243328,0.0499741066804764,0.0335172695687717,32.7183395,35.0633676,136.188950264222
"380",535,"פסוטה","פסוטה",0,0.0075,0.00702370500438982,0.00893521965748325,0.0141342756183746,0.00861497680583168,0.0131578947368421,0.109075043630017,0.0465863453815261,33.0527571,35.3067435,179.164289434534
"381",536,"פקיעיןבוקייעה","פקיעין (בוקייעה)",0.0336304700162075,0.0250696378830084,0.353336130927402,0.00615148019992311,0.0222310440651052,0.035181236673774,0.0536684782608696,0.0652340752110514,0.0189274447949527,32.976773,35.323924,172.105231599923
"382",537,"פוריידיס","פוריידיס",0.00298151460942159,0.00279106858054226,0.154126615843553,0.0941430817610063,0.115313311086392,0.0291508238276299,0.00366229760986893,0.0679497250589159,0.00736335315774568,32.597354,34.948224,119.904970014405
"383",538,"שעב","שעב",0.00172488141440276,0.00455788514129444,0.0109809663250366,0.0015600624024961,0.0094604064470918,0.00709010339734121,0.0023765513599155,0.00780719619823489,0.00603682463024449,32.8931435,35.2232151,159.879949588346
"384",539,"רומאנה","רומאנה",0.0941828254847645,0,0.0024330900243309,0.00202839756592292,0,0,0.00172117039586919,0.00364298724954463,0.00162866449511401,32.7877156,35.311368,153.352038303604
"385",540,"ריחאניה","ריחאניה",0,0.0816326530612245,0.209638554216867,0.0141987829614604,0.0078740157480315,0.017175572519084,0.0237659963436929,0.114285714285714,0.0311203319502075,33.0499625,35.4869756,186.749941354067
"386",541,"גסראזרקא","ג'סר א-זרקא",0.00299580587177951,0.00705218617771509,0.00806451612903226,0.0115478569842327,0.0128205128205128,0.00847689362865737,0.00266120777891505,0.0547016274864376,0.0121713729308666,32.538476,34.907846,112.455776735654
"387",542,"ריינה","ריינה",0.00156903765690377,0.00461775269368907,0.00653853774519517,0.0115937548307312,0.00784313725490196,0.00568705810021519,0.00570983649104594,0.0276497695852535,0.0142857142857143,32.7292385,35.305657,147.727007137321
