"","loc","SEMEL_YISHUV","Pop_Total","year","lat","long"
"4176","גבעתעוז",703,470,2015,32.555281,35.1979329
"4177","גבעתעוז",703,464,2019,32.555281,35.1979329
"4178","גבעתעוז",703,470,2016,32.555281,35.1979329
"4179","גבעתעוז",703,490,2012,32.555281,35.1979329
"4180","גבעתעוז",703,487,2017,32.555281,35.1979329
"4181","גבעתעוז",703,480,2014,32.555281,35.1979329
"4182","גבעתעוז",703,359,2006,32.555281,35.1979329
"4183","גבעתעוז",703,465,2020,32.555281,35.1979329
"4184","גבעתעוז",703,501,2022,32.555281,35.1979329
"4185","גבעתשמואל",681,27256,2020,32.0780165,34.8516645
"4186","גבעתשמואל",681,21782,2009,32.0780165,34.8516645
"4187","גבעתשמואל",681,23700,2012,32.0780165,34.8516645
"4188","גבעתשמואל",681,23100,2011,32.0780165,34.8516645
"4189","גבעתשמואל",681,25776,2017,32.0780165,34.8516645
"4190","גבעתשמואל",681,25550,2016,32.0780165,34.8516645
"4191","גבעתשמואל",681,25300,2015,32.0780165,34.8516645
"4192","גבעתשמואל",681,28162,2021,32.0780165,34.8516645
"4193","גבעתשמואל",681,21100,2008,32.0780165,34.8516645
"4194","גבעתשמואל",681,28994,2022,32.0780165,34.8516645
"4195","גבעתשמואל",681,24090,2013,32.0780165,34.8516645
"4196","גבעתשמואל",681,26578,2019,32.0780165,34.8516645
"4197","גבעתשמואל",681,19013,2006,32.0780165,34.8516645
"4198","גבעתשמואל",681,24660,2014,32.0780165,34.8516645
"4199","גבעתשמואל",681,23700,2012,32.0780165,34.8516645
"4200","גבעתשמואל",681,26022,2018,32.0780165,34.8516645
"4201","גבעתשמש",566,0,2013,31.7741885,34.95055
"4202","גבעתשמש",566,70,2015,31.7741885,34.95055
"4203","גבעתשמש",566,90,2016,31.7741885,34.95055
"4204","גבעתשמש",566,0,2022,31.7741885,34.95055
"4205","גבעתשמש",566,55,2020,31.7741885,34.95055
"4206","גבעתשמש",566,64,2018,31.7741885,34.95055
"4207","גבעתשמש",566,86,2017,31.7741885,34.95055
"4208","גבעתשמש",566,70,2014,31.7741885,34.95055
"4209","גבעתשמש",566,56,2021,31.7741885,34.95055
"4210","גבעתשמש",566,60,2009,31.7741885,34.95055
"4211","גבעתשמש",566,0,2012,31.7741885,34.95055
"4212","גבעתשמש",566,64,2019,31.7741885,34.95055
"4213","גבעתשמש",566,100,2008,31.7741885,34.95055
"4214","גבעתשמש",566,63,2006,31.7741885,34.95055
"4215","גבעתשפירא",1077,420,2016,32.3574299,34.876295
"4216","גבעתשפירא",1077,414,2017,32.3574299,34.876295
"4217","גבעתשפירא",1077,380,2013,32.3574299,34.876295
"4218","גבעתשפירא",1077,410,2019,32.3574299,34.876295
"4219","גבעתשפירא",1077,423,2022,32.3574299,34.876295
"4220","גבעתשפירא",1077,406,2020,32.3574299,34.876295
"4221","גבעתשפירא",1077,400,2011,32.3574299,34.876295
"4222","גבעתשפירא",1077,440,2014,32.3574299,34.876295
"4223","גבעתשפירא",1077,408,2018,32.3574299,34.876295
"4224","גבעתשפירא",1077,218,2006,32.3574299,34.876295
"4225","גבעתשפירא",1077,380,2012,32.3574299,34.876295
"4226","גבעתשפירא",1077,430,2015,32.3574299,34.876295
"4227","גבעתשפירא",1077,300,2008,32.3574299,34.876295
"4228","גבעתשפירא",1077,359,2009,32.3574299,34.876295
"4229","גבעתשפירא",1077,418,2021,32.3574299,34.876295
"4230","גברעם",342,300,2008,31.5917914,34.6121915
"4231","גברעם",342,370,2015,31.5917914,34.6121915
"4232","גברעם",342,634,2020,31.5917914,34.6121915
"4233","גברעם",342,466,2019,31.5917914,34.6121915
"4234","גברעם",342,380,2012,31.5917914,34.6121915
"4235","גברעם",342,450,2016,31.5917914,34.6121915
"4236","גברעם",342,400,2011,31.5917914,34.6121915
"4237","גברעם",342,674,2022,31.5917914,34.6121915
"4238","גברעם",342,457,2017,31.5917914,34.6121915
"4239","גברעם",342,390,2014,31.5917914,34.6121915
"4240","גברעם",342,470,2018,31.5917914,34.6121915
"4241","גברעם",342,390,2013,31.5917914,34.6121915
"4242","גברעם",342,668,2021,31.5917914,34.6121915
"4243","גברעם",342,331,2009,31.5917914,34.6121915
"4244","גברעם",342,319,2006,31.5917914,34.6121915
"4245","גבת",133,965,2022,32.6747386,35.2124295
"4246","גבת",133,958,2021,32.6747386,35.2124295
"4247","גבת",133,933,2019,32.6747386,35.2124295
"4248","גבת",133,668,2006,32.6747386,35.2124295
"4249","גבת",133,790,2013,32.6747386,35.2124295
"4250","גבת",133,770,2012,32.6747386,35.2124295
"4251","גבת",133,936,2018,32.6747386,35.2124295
"4252","גבת",133,687,2009,32.6747386,35.2124295
"4253","גבת",133,700,2011,32.6747386,35.2124295
"4254","גבת",133,860,2015,32.6747386,35.2124295
"4255","גבת",133,830,2014,32.6747386,35.2124295
"4256","גבת",133,932,2020,32.6747386,35.2124295
"4257","גבת",133,908,2017,32.6747386,35.2124295
"4258","גבת",133,700,2008,32.6747386,35.2124295
"4259","גבת",133,890,2016,32.6747386,35.2124295
"4260","גדות",35,447,2021,33.0186075,35.6171239
"4261","גדות",35,434,2019,33.0186075,35.6171239
"4262","גדות",35,441,2018,33.0186075,35.6171239
"4263","גדות",35,381,2006,33.0186075,35.6171239
"4264","גדות",35,380,2013,33.0186075,35.6171239
"4265","גדות",35,400,2008,33.0186075,35.6171239
"4266","גדות",35,400,2014,33.0186075,35.6171239
"4267","גדות",35,400,2011,33.0186075,35.6171239
"4268","גדות",35,471,2022,33.0186075,35.6171239
"4269","גדות",35,395,2009,33.0186075,35.6171239
"4270","גדות",35,434,2020,33.0186075,35.6171239
"4271","גדות",35,400,2016,33.0186075,35.6171239
"4272","גדות",35,390,2012,33.0186075,35.6171239
"4273","גדות",35,410,2015,33.0186075,35.6171239
"4274","גדות",35,421,2017,33.0186075,35.6171239
"4275","גדיידהמכר",1292,20920,2018,32.931315,35.1422211
"4276","גדיידהמכר",1292,18245,2009,32.931315,35.1422211
"4277","גדיידהמכר",1292,21507,2021,32.931315,35.1422211
"4278","גדיידהמכר",1292,19620,2012,32.931315,35.1422211
"4279","גדיידהמכר",1292,21617,2022,32.931315,35.1422211
"4280","גדיידהמכר",1292,21163,2019,32.931315,35.1422211
"4281","גדיידהמכר",1292,17697,2006,32.931315,35.1422211
"4282","גדיידהמכר",1292,21336,2020,32.931315,35.1422211
"4283","גדיידהמכר",1292,19740,2014,32.931315,35.1422211
"4284","גדיידהמכר",1292,20080,2015,32.931315,35.1422211
"4285","גדיידהמכר",1292,19550,2013,32.931315,35.1422211
"4286","גדיידהמכר",1292,19620,2012,32.931315,35.1422211
"4287","גדיידהמכר",1292,20260,2016,32.931315,35.1422211
"4288","גדיידהמכר",1292,19000,2011,32.931315,35.1422211
"4289","גדיידהמכר",1292,18000,2008,32.931315,35.1422211
"4290","גדיידהמכר",1292,20613,2017,32.931315,35.1422211
"4291","גדיש",145,400,2008,32.5596795,35.245248
"4292","גדיש",145,400,2011,32.5596795,35.245248
"4293","גדיש",145,410,2016,32.5596795,35.245248
"4294","גדיש",145,412,2020,32.5596795,35.245248
"4295","גדיש",145,400,2015,32.5596795,35.245248
"4296","גדיש",145,397,2019,32.5596795,35.245248
"4297","גדיש",145,380,2013,32.5596795,35.245248
"4298","גדיש",145,409,2009,32.5596795,35.245248
"4299","גדיש",145,386,2018,32.5596795,35.245248
"4300","גדיש",145,407,2022,32.5596795,35.245248
"4301","גדיש",145,380,2012,32.5596795,35.245248
"4302","גדיש",145,414,2021,32.5596795,35.245248
"4303","גדיש",145,390,2014,32.5596795,35.245248
"4304","גדיש",145,384,2017,32.5596795,35.245248
"4305","גדיש",145,315,2006,32.5596795,35.245248
"4306","גדעונה",442,340,2013,32.5482805,35.359388
"4307","גדעונה",442,505,2021,32.5482805,35.359388
"4308","גדעונה",442,458,2018,32.5482805,35.359388
"4309","גדעונה",442,300,2011,32.5482805,35.359388
"4310","גדעונה",442,290,2012,32.5482805,35.359388
"4311","גדעונה",442,410,2015,32.5482805,35.359388
"4312","גדעונה",442,160,2006,32.5482805,35.359388
"4313","גדעונה",442,509,2022,32.5482805,35.359388
"4314","גדעונה",442,380,2014,32.5482805,35.359388
"4315","גדעונה",442,471,2019,32.5482805,35.359388
"4316","גדעונה",442,446,2017,32.5482805,35.359388
"4317","גדעונה",442,496,2020,32.5482805,35.359388
"4318","גדעונה",442,430,2016,32.5482805,35.359388
"4319","גדעונה",442,200,2008,32.5482805,35.359388
"4320","גדעונה",442,206,2009,32.5482805,35.359388
"4321","גדרה",2550,31437,2022,31.8145785,34.780042
"4322","גדרה",2550,25220,2013,31.8145785,34.780042
"4323","גדרה",2550,20200,2008,31.8145785,34.780042
"4324","גדרה",2550,24710,2012,31.8145785,34.780042
"4325","גדרה",2550,24500,2011,31.8145785,34.780042
"4326","גדרה",2550,26220,2015,31.8145785,34.780042
"4327","גדרה",2550,28093,2018,31.8145785,34.780042
"4328","גדרה",2550,24710,2012,31.8145785,34.780042
"4329","גדרה",2550,30393,2021,31.8145785,34.780042
"4330","גדרה",2550,21513,2009,31.8145785,34.780042
"4331","גדרה",2550,28897,2020,31.8145785,34.780042
"4332","גדרה",2550,15462,2006,31.8145785,34.780042
"4333","גדרה",2550,28313,2019,31.8145785,34.780042
"4334","גדרה",2550,27498,2017,31.8145785,34.780042
"4335","גדרה",2550,25840,2014,31.8145785,34.780042
"4336","גדרה",2550,27050,2016,31.8145785,34.780042
"4337","גדרות",5532,0,2022,NA,NA
"4338","גדרות",5532,0,2017,NA,NA
"4339","גדרות",10032,0,2012,NA,NA
"4340","גדרות",5532,0,2021,NA,NA
"4341","גדרות",10032,0,2013,NA,NA
"4342","גדרות",5532,0,2020,NA,NA
"4343","גדרות",10032,0,2014,NA,NA
"4344","גולן",5571,0,2020,32.7069618,35.3157504
"4345","גולן",5571,0,2017,32.7069618,35.3157504
"4346","גולן",5571,0,2022,32.7069618,35.3157504
"4347","גולן",10071,0,2013,32.7069618,35.3157504
"4348","גולן",5571,0,2021,32.7069618,35.3157504
"4349","גולן",10071,0,2012,32.7069618,35.3157504
"4350","גולן",10071,0,2014,32.7069618,35.3157504
"4351","גולןדרומימא",1966,NA,2006,NA,NA
"4352","גולןדרומימא",1966,NA,2009,NA,NA
"4353","גולןצפונימא",1962,NA,2009,NA,NA
"4354","גולןצפונימא",1962,NA,2006,NA,NA
"4355","גולןתיכוןמא",1964,NA,2009,NA,NA
"4356","גולןתיכוןמא",1964,NA,2006,NA,NA
"4357","גולס",485,5900,2011,32.9413535,35.1803245
"4358","גולס",485,6657,2021,32.9413535,35.1803245
"4359","גולס",485,5980,2013,32.9413535,35.1803245
"4360","גולס",485,6040,2014,32.9413535,35.1803245
"4361","גולס",485,6375,2018,32.9413535,35.1803245
"4362","גולס",485,6120,2015,32.9413535,35.1803245
"4363","גולס",485,6210,2016,32.9413535,35.1803245
"4364","גולס",485,5357,2006,32.9413535,35.1803245
"4365","גולס",485,5655,2009,32.9413535,35.1803245
"4366","גולס",485,6273,2017,32.9413535,35.1803245
"4367","גולס",485,6738,2022,32.9413535,35.1803245
"4368","גולס",485,5970,2012,32.9413535,35.1803245
"4369","גולס",485,5500,2008,32.9413535,35.1803245
"4370","גולס",485,6565,2020,32.9413535,35.1803245
"4371","גולס",485,6465,2019,32.9413535,35.1803245
"4372","גונן",852,354,2020,33.1241971,35.6457011
"4373","גונן",852,350,2012,33.1241971,35.6457011
"4374","גונן",852,300,2008,33.1241971,35.6457011
"4375","גונן",852,330,2015,33.1241971,35.6457011
"4376","גונן",852,360,2013,33.1241971,35.6457011
"4377","גונן",852,369,2021,33.1241971,35.6457011
"4378","גונן",852,340,2009,33.1241971,35.6457011
"4379","גונן",852,370,2018,33.1241971,35.6457011
"4380","גונן",852,340,2016,33.1241971,35.6457011
"4381","גונן",852,364,2019,33.1241971,35.6457011
"4382","גונן",852,372,2022,33.1241971,35.6457011
"4383","גונן",852,350,2014,33.1241971,35.6457011
"4384","גונן",852,314,2006,33.1241971,35.6457011
"4385","גונן",852,300,2011,33.1241971,35.6457011
"4386","גונן",852,354,2017,33.1241971,35.6457011
"4387","גורן",755,430,2013,33.0567491,35.2389875
"4388","גורן",755,500,2008,33.0567491,35.2389875
"4389","גורן",755,426,2019,33.0567491,35.2389875
"4390","גורן",755,414,2020,33.0567491,35.2389875
"4391","גורן",755,429,2018,33.0567491,35.2389875
"4392","גורן",755,429,2009,33.0567491,35.2389875
"4393","גורן",755,440,2015,33.0567491,35.2389875
"4394","גורן",755,430,2012,33.0567491,35.2389875
"4395","גורן",755,438,2006,33.0567491,35.2389875
"4396","גורן",755,400,2011,33.0567491,35.2389875
"4397","גורן",755,424,2022,33.0567491,35.2389875
"4398","גורן",755,686,2021,33.0567491,35.2389875
"4399","גורן",755,440,2016,33.0567491,35.2389875
"4400","גורן",755,450,2014,33.0567491,35.2389875
"4401","גורן",755,426,2017,33.0567491,35.2389875
"4402","גורנותהגליל",1219,200,2008,33.0595285,35.2502269
"4403","גורנותהגליל",1219,160,2014,33.0595285,35.2502269
"4404","גורנותהגליל",1219,180,2016,33.0595285,35.2502269
"4405","גורנותהגליל",1219,245,2021,33.0595285,35.2502269
"4406","גורנותהגליל",1219,186,2018,33.0595285,35.2502269
"4407","גורנותהגליל",1219,170,2015,33.0595285,35.2502269
"4408","גורנותהגליל",1219,166,2006,33.0595285,35.2502269
"4409","גורנותהגליל",1219,200,2011,33.0595285,35.2502269
"4410","גורנותהגליל",1219,160,2013,33.0595285,35.2502269
"4411","גורנותהגליל",1219,177,2019,33.0595285,35.2502269
"4412","גורנותהגליל",1219,208,2020,33.0595285,35.2502269
"4413","גורנותהגליל",1219,181,2017,33.0595285,35.2502269
"4414","גורנותהגליל",1219,175,2009,33.0595285,35.2502269
"4415","גורנותהגליל",1219,267,2022,33.0595285,35.2502269
"4416","גורנותהגליל",1219,150,2012,33.0595285,35.2502269
"4417","גזית",457,600,2011,32.6379774,35.4475939
"4418","גזית",457,600,2008,32.6379774,35.4475939
"4419","גזית",457,702,2017,32.6379774,35.4475939
"4420","גזית",457,620,2012,32.6379774,35.4475939
"4421","גזית",457,743,2019,32.6379774,35.4475939
"4422","גזית",457,807,2022,32.6379774,35.4475939
"4423","גזית",457,640,2014,32.6379774,35.4475939
"4424","גזית",457,562,2006,32.6379774,35.4475939
"4425","גזית",457,591,2009,32.6379774,35.4475939
"4426","גזית",457,805,2021,32.6379774,35.4475939
"4427","גזית",457,680,2016,32.6379774,35.4475939
"4428","גזית",457,725,2018,32.6379774,35.4475939
"4429","גזית",457,640,2013,32.6379774,35.4475939
"4430","גזית",457,771,2020,32.6379774,35.4475939
"4431","גזית",457,660,2015,32.6379774,35.4475939
"4432","גזר",370,353,2006,31.87049,34.9248192
"4433","גזר",370,287,2019,31.87049,34.9248192
"4434","גזר",370,280,2013,31.87049,34.9248192
"4435","גזר",5530,0,2021,31.87049,34.9248192
"4436","גזר",5530,0,2020,31.87049,34.9248192
"4437","גזר",370,280,2014,31.87049,34.9248192
"4438","גזר",370,283,2009,31.87049,34.9248192
"4439","גזר",10030,0,2012,31.87049,34.9248192
"4440","גזר",370,260,2012,31.87049,34.9248192
"4441","גזר",370,293,2020,31.87049,34.9248192
"4442","גזר",10030,0,2013,31.87049,34.9248192
"4443","גזר",5530,0,2022,31.87049,34.9248192
"4444","גזר",370,311,2021,31.87049,34.9248192
"4445","גזר",370,270,2015,31.87049,34.9248192
"4446","גזר",5530,0,2017,31.87049,34.9248192
"4447","גזר",370,300,2008,31.87049,34.9248192
"4448","גזר",370,280,2016,31.87049,34.9248192
"4449","גזר",370,285,2018,31.87049,34.9248192
"4450","גזר",370,300,2011,31.87049,34.9248192
"4451","גזר",10030,0,2014,31.87049,34.9248192
"4452","גזר",370,274,2017,31.87049,34.9248192
"4453","גזר",370,318,2022,31.87049,34.9248192
"4454","גיאה",706,970,2018,31.6253985,34.6052625
"4455","גיאה",706,972,2022,31.6253985,34.6052625
"4456","גיאה",706,969,2019,31.6253985,34.6052625
"4457","גיאה",706,940,2016,31.6253985,34.6052625
"4458","גיאה",706,800,2008,31.6253985,34.6052625
"4459","גיאה",706,978,2020,31.6253985,34.6052625
"4460","גיאה",706,630,2006,31.6253985,34.6052625
"4461","גיאה",706,900,2011,31.6253985,34.6052625
"4462","גיאה",706,839,2009,31.6253985,34.6052625
"4463","גיאה",706,890,2012,31.6253985,34.6052625
"4464","גיאה",706,910,2013,31.6253985,34.6052625
"4465","גיאה",706,920,2014,31.6253985,34.6052625
"4466","גיאה",706,980,2021,31.6253985,34.6052625
"4467","גיאה",706,973,2017,31.6253985,34.6052625
"4468","גיאה",706,930,2015,31.6253985,34.6052625
"4469","גיבתון",196,300,2008,31.8882515,34.800138
"4470","גיבתון",196,330,2015,31.8882515,34.800138
"4471","גיבתון",196,390,2021,31.8882515,34.800138
"4472","גיבתון",196,275,2009,31.8882515,34.800138
"4473","גיבתון",196,330,2016,31.8882515,34.800138
"4474","גיבתון",196,387,2020,31.8882515,34.800138
"4475","גיבתון",196,369,2019,31.8882515,34.800138
"4476","גיבתון",196,300,2014,31.8882515,34.800138
"4477","גיבתון",196,299,2006,31.8882515,34.800138
"4478","גיבתון",196,347,2017,31.8882515,34.800138
"4479","גיבתון",196,290,2012,31.8882515,34.800138
"4480","גיבתון",196,300,2011,31.8882515,34.800138
"4481","גיבתון",196,363,2018,31.8882515,34.800138
"4482","גיבתון",196,300,2013,31.8882515,34.800138
"4483","גיבתון",196,379,2022,31.8882515,34.800138
"4484","גיזו",1043,182,2009,31.805218,34.939057
"4485","גיזו",1043,205,2018,31.805218,34.939057
"4486","גיזו",1043,210,2017,31.805218,34.939057
"4487","גיזו",1043,190,2012,31.805218,34.939057
"4488","גיזו",1043,207,2021,31.805218,34.939057
"4489","גיזו",1043,200,2016,31.805218,34.939057
"4490","גיזו",1043,190,2014,31.805218,34.939057
"4491","גיזו",1043,207,2019,31.805218,34.939057
"4492","גיזו",1043,190,2015,31.805218,34.939057
"4493","גיזו",1043,214,2006,31.805218,34.939057
"4494","גיזו",1043,207,2022,31.805218,34.939057
"4495","גיזו",1043,200,2011,31.805218,34.939057
"4496","גיזו",1043,210,2020,31.805218,34.939057
"4497","גיזו",1043,200,2008,31.805218,34.939057
"4498","גיזו",1043,190,2013,31.805218,34.939057
"4499","גילון",1204,1080,2015,32.9036455,35.2366039
"4500","גילון",1204,1099,2022,32.9036455,35.2366039
"4501","גילון",1204,1126,2021,32.9036455,35.2366039
"4502","גילון",1204,1092,2019,32.9036455,35.2366039
"4503","גילון",1204,1099,2020,32.9036455,35.2366039
"4504","גילון",1204,851,2009,32.9036455,35.2366039
"4505","גילון",1204,1050,2012,32.9036455,35.2366039
"4506","גילון",1204,978,2006,32.9036455,35.2366039
"4507","גילון",1204,1029,2018,32.9036455,35.2366039
"4508","גילון",1204,1060,2013,32.9036455,35.2366039
"4509","גילון",1204,1100,2014,32.9036455,35.2366039
"4510","גילון",1204,1050,2016,32.9036455,35.2366039
"4511","גילון",1204,1040,2017,32.9036455,35.2366039
"4512","גילון",1204,800,2008,32.9036455,35.2366039
"4513","גילון",1204,1000,2011,32.9036455,35.2366039
"4514","גילת",736,1551,2022,31.3278036,34.653144
"4515","גילת",736,1270,2014,31.3278036,34.653144
"4516","גילת",736,1437,2018,31.3278036,34.653144
"4517","גילת",736,974,2009,31.3278036,34.653144
"4518","גילת",736,1100,2011,31.3278036,34.653144
"4519","גילת",736,1411,2017,31.3278036,34.653144
"4520","גילת",736,911,2006,31.3278036,34.653144
"4521","גילת",736,1170,2012,31.3278036,34.653144
"4522","גילת",736,900,2008,31.3278036,34.653144
"4523","גילת",736,1451,2019,31.3278036,34.653144
"4524","גילת",736,1320,2015,31.3278036,34.653144
"4525","גילת",736,1492,2020,31.3278036,34.653144
"4526","גילת",736,1370,2016,31.3278036,34.653144
"4527","גילת",736,1558,2021,31.3278036,34.653144
"4528","גילת",736,1210,2013,31.3278036,34.653144
"4529","גינוסר",262,580,2020,32.8495036,35.52478
"4530","גינוסר",262,490,2012,32.8495036,35.52478
"4531","גינוסר",262,593,2018,32.8495036,35.52478
"4532","גינוסר",262,585,2019,32.8495036,35.52478
"4533","גינוסר",262,597,2021,32.8495036,35.52478
"4534","גינוסר",262,472,2006,32.8495036,35.52478
"4535","גינוסר",262,500,2011,32.8495036,35.52478
"4536","גינוסר",262,570,2015,32.8495036,35.52478
"4537","גינוסר",262,540,2014,32.8495036,35.52478
"4538","גינוסר",262,500,2008,32.8495036,35.52478
"4539","גינוסר",262,625,2022,32.8495036,35.52478
"4540","גינוסר",262,592,2017,32.8495036,35.52478
"4541","גינוסר",262,473,2009,32.8495036,35.52478
"4542","גינוסר",262,500,2013,32.8495036,35.52478
"4543","גינוסר",262,580,2016,32.8495036,35.52478
"4544","גיניגר",92,707,2018,32.664113,35.2578845
"4545","גיניגר",92,640,2014,32.664113,35.2578845
"4546","גיניגר",92,702,2019,32.664113,35.2578845
"4547","גיניגר",92,666,2021,32.664113,35.2578845
"4548","גיניגר",92,610,2013,32.664113,35.2578845
"4549","גיניגר",92,548,2009,32.664113,35.2578845
"4550","גיניגר",92,481,2006,32.664113,35.2578845
"4551","גיניגר",92,580,2012,32.664113,35.2578845
"4552","גיניגר",92,669,2020,32.664113,35.2578845
"4553","גיניגר",92,670,2016,32.664113,35.2578845
"4554","גיניגר",92,665,2022,32.664113,35.2578845
"4555","גיניגר",92,500,2008,32.664113,35.2578845
"4556","גיניגר",92,660,2015,32.664113,35.2578845
"4557","גיניגר",92,600,2011,32.664113,35.2578845
"4558","גיניגר",92,680,2017,32.664113,35.2578845
"4559","גינתון",863,860,2014,31.963241,34.914353
"4560","גינתון",863,920,2021,31.963241,34.914353
"4561","גינתון",863,910,2016,31.963241,34.914353
"4562","גינתון",863,903,2017,31.963241,34.914353
"4563","גינתון",863,870,2013,31.963241,34.914353
"4564","גינתון",863,917,2020,31.963241,34.914353
"4565","גינתון",863,900,2011,31.963241,34.914353
"4566","גינתון",863,737,2006,31.963241,34.914353
"4567","גינתון",863,700,2008,31.963241,34.914353
"4568","גינתון",863,737,2009,31.963241,34.914353
"4569","גינתון",863,880,2015,31.963241,34.914353
"4570","גינתון",863,870,2012,31.963241,34.914353
"4571","גינתון",863,918,2019,31.963241,34.914353
"4572","גינתון",863,867,2022,31.963241,34.914353
"4573","גינתון",863,902,2018,31.963241,34.914353
"4574","גיתה",1206,270,2013,32.9671674,35.249353
"4575","גיתה",1206,245,2009,32.9671674,35.249353
"4576","גיתה",1206,202,2006,32.9671674,35.249353
"4577","גיתה",1206,300,2011,32.9671674,35.249353
"4578","גיתה",1206,280,2012,32.9671674,35.249353
"4579","גיתה",1206,296,2022,32.9671674,35.249353
"4580","גיתה",1206,200,2008,32.9671674,35.249353
"4581","גיתה",1206,291,2019,32.9671674,35.249353
"4582","גיתה",1206,270,2016,32.9671674,35.249353
"4583","גיתה",1206,287,2018,32.9671674,35.249353
"4584","גיתה",1206,289,2017,32.9671674,35.249353
"4585","גיתה",1206,270,2014,32.9671674,35.249353
"4586","גיתה",1206,293,2020,32.9671674,35.249353
"4587","גיתה",1206,300,2021,32.9671674,35.249353
"4588","גיתה",1206,270,2015,32.9671674,35.249353
"4589","גיתית",3613,200,2008,31.8861104,35.0109342
"4590","גיתית",3613,502,2022,31.8861104,35.0109342
"4591","גיתית",3613,504,2019,31.8861104,35.0109342
"4592","גיתית",3613,214,2006,31.8861104,35.0109342
"4593","גיתית",3613,476,2018,31.8861104,35.0109342
"4594","גיתית",3613,380,2015,31.8861104,35.0109342
"4595","גיתית",3613,457,2017,31.8861104,35.0109342
"4596","גיתית",3613,498,2021,31.8861104,35.0109342
"4597","גיתית",3613,430,2016,31.8861104,35.0109342
"4598","גיתית",3613,360,2014,31.8861104,35.0109342
"4599","גיתית",3613,496,2020,31.8861104,35.0109342
"4600","גיתית",3613,258,2009,31.8861104,35.0109342
"4601","גיתית",3613,320,2013,31.8861104,35.0109342
"4602","גיתית",3613,300,2011,31.8861104,35.0109342
"4603","גיתית",3613,310,2012,31.8861104,35.0109342
"4604","גלאון",393,340,2013,31.633539,34.8487446
"4605","גלאון",393,603,2021,31.633539,34.8487446
"4606","גלאון",393,434,2017,31.633539,34.8487446
"4607","גלאון",393,300,2011,31.633539,34.8487446
"4608","גלאון",393,350,2012,31.633539,34.8487446
"4609","גלאון",393,295,2009,31.633539,34.8487446
"4610","גלאון",393,380,2015,31.633539,34.8487446
"4611","גלאון",393,370,2014,31.633539,34.8487446
"4612","גלאון",393,615,2022,31.633539,34.8487446
"4613","גלאון",393,594,2020,31.633539,34.8487446
"4614","גלאון",393,326,2006,31.633539,34.8487446
"4615","גלאון",393,548,2018,31.633539,34.8487446
"4616","גלאון",393,380,2016,31.633539,34.8487446
"4617","גלאון",393,582,2019,31.633539,34.8487446
"4618","גלאון",393,300,2008,31.633539,34.8487446
"4619","גלגוליה",627,9360,2015,32.1495925,34.9486275
"4620","גלגוליה",627,9620,2016,32.1495925,34.9486275
"4621","גלגוליה",627,10148,2019,32.1495925,34.9486275
"4622","גלגוליה",627,10480,2021,32.1495925,34.9486275
"4623","גלגוליה",627,9983,2018,32.1495925,34.9486275
"4624","גלגוליה",627,8522,2009,32.1495925,34.9486275
"4625","גלגוליה",627,10356,2020,32.1495925,34.9486275
"4626","גלגוליה",627,8700,2011,32.1495925,34.9486275
"4627","גלגוליה",627,10609,2022,32.1495925,34.9486275
"4628","גלגוליה",627,9836,2017,32.1495925,34.9486275
"4629","גלגוליה",627,7797,2006,32.1495925,34.9486275
"4630","גלגוליה",627,8400,2008,32.1495925,34.9486275
"4631","גלגוליה",627,9220,2014,32.1495925,34.9486275
"4632","גלגוליה",627,8910,2012,32.1495925,34.9486275
"4633","גלגוליה",627,9090,2013,32.1495925,34.9486275
"4634","גלגל",3606,170,2013,32.0000155,35.444643
"4635","גלגל",3606,170,2012,32.0000155,35.444643
"4636","גלגל",3606,200,2011,32.0000155,35.444643
"4637","גלגל",3606,180,2017,32.0000155,35.444643
"4638","גלגל",3606,170,2014,32.0000155,35.444643
"4639","גלגל",3606,178,2018,32.0000155,35.444643
"4640","גלגל",3606,180,2016,32.0000155,35.444643
"4641","גלגל",3606,222,2021,32.0000155,35.444643
"4642","גלגל",3606,217,2020,32.0000155,35.444643
"4643","גלגל",3606,200,2008,32.0000155,35.444643
"4644","גלגל",3606,229,2022,32.0000155,35.444643
"4645","גלגל",3606,170,2009,32.0000155,35.444643
"4646","גלגל",3606,203,2019,32.0000155,35.444643
"4647","גלגל",3606,170,2015,32.0000155,35.444643
"4648","גלגל",3606,162,2006,32.0000155,35.444643
"4649","גלילים",346,562,2022,32.1556151,34.825816
"4650","גלילים",346,542,2021,32.1556151,34.825816
"4651","גלילים",346,400,2011,32.1556151,34.825816
"4652","גלילים",346,500,2017,32.1556151,34.825816
"4653","גלילים",346,450,2014,32.1556151,34.825816
"4654","גלילים",346,400,2008,32.1556151,34.825816
"4655","גלילים",346,470,2015,32.1556151,34.825816
"4656","גלילים",346,540,2020,32.1556151,34.825816
"4657","גלילים",346,430,2012,32.1556151,34.825816
"4658","גלילים",346,440,2013,32.1556151,34.825816
"4659","גלילים",346,500,2016,32.1556151,34.825816
"4660","גלילים",346,374,2009,32.1556151,34.825816
"4661","גלילים",346,327,2006,32.1556151,34.825816
"4662","גלילים",346,521,2018,32.1556151,34.825816
"4663","גלילים",346,533,2019,32.1556151,34.825816
"4664","גלילעליוןמזמא",1809,NA,2006,NA,NA
"4665","גלילעליוןמזמא",1810,NA,2006,NA,NA
"4666","גלילעליוןמזמא",1811,NA,2006,NA,NA
"4667","גלילעליוןמזמא",1810,NA,2009,NA,NA
