"SEMEL_YISHUV","locality","X2006","X2009","X2013","X2015","X2019","X2019_2","X2020","X2021","X2022","loc","distance","SHEM_YISHUV","SHEM_YISHUV_ENGLISH"
339,"רמת צבי",0.0307017543859649,0.110671936758893,0.0941558441558442,0.0820668693009119,0.0884718498659517,0.0831099195710456,0.127118644067797,0.0716112531969309,0.0857142857142857,"רמתצבי",139.438727397958,"רמת צבי","RAMAT ZEVI"
343,"חמדיה",0.0146341463414634,0.109375,0.129032258064516,0.168141592920354,0.120192307692308,0.15,0.183962264150943,0.163636363636364,0.148471615720524,"חמדיה",140.416135538933,"חמדיה","HAMADYA"
344,"מענית",0.00325732899022801,0.0176470588235294,0.0455696202531646,0.0514705882352941,0.0449438202247191,0.0519187358916479,0.0648769574944072,0.0393873085339169,0.0445859872611465,"מענית",107.639247973594,"מענית","MA'ANIT"
353,"בית זיד",NA,NA,0.0784313725490196,0.0735294117647059,0.0571428571428571,0.0289855072463768,0.0410958904109589,0.046875,0,"ביתזיד",135.750374265824,"בית זיד","BET ZEID"
360,"גבעת ניל""י",0.217171717171717,0.367521367521368,0.395973154362416,0.336336336336336,0.426592797783933,0.361702127659574,0.489736070381232,0.428152492668622,0.458823529411765,"גבעתנילי",117.15455969729,"גבעת ניל""י","GIV'AT NILI"
367,"עין העמק",0.0973782771535581,0.31055900621118,0.373529411764706,0.471153846153846,0.589010989010989,0.627408993576017,0.687898089171974,0.563991323210412,0.501006036217304,"עיןהעמק",126.962563673202,"עין העמק","EN HAEMEQ"
369,"גלעד (אבן יצחק)",0.0125,0.0378151260504202,0.0411522633744856,0.022140221402214,0.0212014134275618,0.0328467153284672,0.0246478873239437,0.0206896551724138,0.020979020979021,"גלעדאבןיצחק",119.689365174103,"גלעד (אבן יצחק)","GAL'ED (EVEN YIZHAQ)"
373,"בית הלוי",0.0266666666666667,0.123867069486405,0.123711340206186,0.0954653937947494,0.123515439429929,0.100702576112412,0.120283018867925,0.079136690647482,0.103365384615385,"ביתהלוי",93.030674661978,"בית הלוי","BET HALEWI"
375,"מגל",0.0321637426900585,0.0397022332506203,0.0437828371278459,0.0234505862646566,0.0198473282442748,0.0280373831775701,0.0383386581469649,0.025,0.0364963503649635,"מגל",101.165672776272,"מגל","MAGGAL"
377,"המעפיל",0.0099009900990099,0.0474683544303797,0.0338600451467269,0.0365296803652968,0.0475206611570248,0.048728813559322,0.0526315789473684,0.0357142857142857,0.031055900621118,"המעפיל",98.0504010876445,"המעפיל","HAMA'PIL"
379,"גאולים",0.0498614958448753,0.16504854368932,0.166292134831461,0.25095785440613,0.314990512333966,0.284351145038168,0.418467583497053,0.325443786982249,0.308712121212121,"גאולים",88.1454503218273,"גאולים","GE'ULIM"
382,"מכמורת",0.0427215189873418,0.0986342943854325,0.0927536231884058,0.0640326975476839,0.0656634746922025,0.0592383638928068,0.0739130434782609,0.0394557823129252,0.0444743935309973,"מכמורת",96.1869912579065,"מכמורת","MIKHMORET"
383,"עין הנצי""ב",0.0865384615384615,0.25,0.0838323353293413,0.153153153153153,0.0875706214689266,0.128617363344051,0.178247734138973,0.0647249190938511,0.134185303514377,"עיןהנציב",135.021790111456,"עין הנצי""ב","EN HANAZIV"
386,"בני דרור",0.0595065312046444,0.160839160839161,0.164364640883978,0.178137651821862,0.154911838790932,0.143401015228426,0.163682864450128,0.118466898954704,0.131274131274131,"בנידרור",82.5722375167937,"בני דרור","BENE DEROR"
387,"כפר מונש",0.0663265306122449,0.148706896551724,0.0961145194274029,0.0614754098360656,0.0903361344537815,0.0767676767676768,0.10412147505423,0.0824295010845987,0.0810234541577825,"כפרמונש",92.0088371469402,"כפר מונש","KEFAR MONASH"
388,"כפר קיש",0.0144927536231884,0.104972375690608,0.135964912280702,0.123188405797101,0.152647975077882,0.155555555555556,0.191823899371069,0.11144578313253,0.163204747774481,"כפרקיש",148.605162606834,"כפר קיש","KEFAR KISCH"
389,"בצרה",0.0563380281690141,0.126272912423625,0.112727272727273,0.0886075949367089,0.0981067125645439,0.0983333333333333,0.138353765323993,0.0813148788927336,0.0895522388059701,"בצרה",76.889816464869,"בצרה","BAZRA"
407,"דברת",0.0355029585798817,0.0683229813664596,0.0670391061452514,0.0745341614906832,0.0878048780487805,0.0648148148148148,0.105263157894737,0.0553359683794466,0.104651162790698,"דברת",141.364848538776,"דברת","DAVERAT"
417,"יקום",0.00554016620498615,0.0292553191489362,0.0122549019607843,0.0196560196560197,0.0232018561484919,0.0215311004784689,0.0283018867924528,0.0138248847926267,0.0182232346241458,"יקום",79.0778363666868,"יקום","YAQUM"
418,"בני ציון",0.0751072961373391,0.184761904761905,0.124792013311148,0.11631419939577,0.121359223300971,0.0985691573926868,0.157232704402516,0.0901898734177215,0.102106969205835,"בניציון",76.9655374123577,"בני ציון","BENE ZIYYON"
422,"חרב לאת",0.0747330960854092,0.191977077363897,0.13262599469496,0.139759036144578,0.18780487804878,0.176470588235294,0.222760290556901,0.173302107728337,0.192488262910798,"חרבלאת",97.4927190979192,"חרב לאת","HEREV LE'ET"
423,"העוגן",0.00539083557951483,0.025,0.0283018867924528,0.0219298245614035,0.0238095238095238,0.0238611713665944,0.0326797385620915,0.0302375809935205,0.0328227571115974,"העוגן",93.8403085909398,"העוגן","HAOGEN"
425,"משמרת",0.0225988700564972,0.116279069767442,0.103448275862069,0.0773809523809524,0.0761904761904762,0.0666666666666667,0.0917782026768642,0.0498084291187739,0.0714285714285714,"משמרת",79.2502800375336,"משמרת","MISHMERET"
426,"עין כרמל",0.00381679389312977,0.0343511450381679,0.0648648648648649,0.0426666666666667,0.0603864734299517,0.0620347394540943,0.0716049382716049,0.0428571428571429,0.037037037037037,"עיןכרמל",127.212570377992,"עין כרמל","EN KARMEL"
427,"כפר גלים",0.0508474576271186,0.244897959183673,0.357142857142857,0.423728813559322,0.338983050847458,0.254237288135593,0.395833333333333,0.413793103448276,0.313432835820896,"כפרגלים",136.74425757061,"כפר גלים","KEFAR GALLIM"
429,"אלוני אבא",0.0306122448979592,0.0901162790697674,0.0887445887445888,0.0697211155378486,0.0775047258979206,0.0704761904761905,0.1,0.0715630885122411,0.073394495412844,"אלוניאבא",140.676093404793,"אלוני אבא","ALLONE ABBA"
430,"בית לחם הגלילית",0.0433526011560694,0.154639175257732,0.136470588235294,0.118451025056948,0.107438016528926,0.0995670995670996,0.140350877192982,0.106986899563319,0.140311804008909,"ביתלחםהגלילית",141.496455729688,"בית לחם הגלילית","BET LEHEM HAGELILIT"
433,"נחשולים",0.00383141762452107,0.0288808664259928,0.0558510638297872,0.027027027027027,0.0401891252955083,0.0360576923076923,0.0531645569620253,0.0351288056206089,0.0386473429951691,"נחשולים",119.597136707996,"נחשולים","NAHSHOLIM"
434,"החותרים",0.0179640718562874,0.0392749244712991,0.032345013477089,0.0326633165829146,0.033112582781457,0.0427927927927928,0.0547045951859956,0.0433839479392625,0.0414847161572052,"החותרים",135.118820808189,"החותרים","HAHOTERIM"
436,"עין דור",0.00755667506297229,0.0421836228287841,0.0462776659959759,0.0274442538593482,0.0352941176470588,0.0539130434782609,0.0565371024734982,0.0363321799307958,0.056140350877193,"עיןדור",145.996606557834,"עין דור","EN DOR"
437,"רשפים",0.00374531835205993,0.033457249070632,0.0214285714285714,0.0290322580645161,0.0524193548387097,0.0781563126252505,0.114228456913828,0.0674373795761079,0.0990825688073395,"רשפים",133.941299669556,"רשפים","RESHAFIM"
439,"שלוחות",0.0532319391634981,0.193181818181818,0.0865051903114187,0.148936170212766,0.155797101449275,0.1953125,0.24124513618677,0.154471544715447,0.150627615062762,"שלוחות",133.098021822977,"שלוחות","SHELUHOT"
442,"גדעונה",0.153846153846154,0.41,0.345323741007194,0.438502673796791,0.420560747663551,0.467336683417085,0.535398230088496,0.463203463203463,0.426086956521739,"גדעונה",133.491834110642,"גדעונה","GID'ONA"
444,"רגבים",0.00571428571428571,0.0434782608695652,0.0480769230769231,0.0463320463320463,0.0666666666666667,0.0659722222222222,0.0896551724137931,0.0598591549295775,0.0566037735849057,"רגבים",114.672734246288,"רגבים","REGAVIM"
445,"רמות מנשה",0.0087719298245614,0.0407239819004525,0.0372250423011844,0.0306946688206785,0.0308166409861325,0.0318979266347687,0.0442073170731707,0.0286123032904149,0.0410764872521246,"רמותמנשה",122.63452146658,"רמות מנשה","RAMOT MENASHE"
446,"אודים",0.0658536585365854,0.152360515021459,0.113718411552347,0.113945578231293,0.131955484896661,0.128038897893031,0.144951140065147,0.130030959752322,0.112377850162866,"אודים",80.6116315117609,"אודים","UDIM"
447,"נורדיה",0.13905325443787,0.252678571428571,0.2256,0.199400299850075,0.194727891156463,0.189003436426117,0.217021276595745,0.172489082969432,0.196544276457883,"נורדיה",87.7820450358529,"נורדייה","NORDIYYA"
452,"יזרעאל",0.00980392156862745,0.0209580838323353,0.0181268882175227,0.0313390313390313,0.0398860398860399,0.0292397660818713,0.0294985250737463,0.0260115606936416,0.0255681818181818,"יזרעאל",132.307901976871,"יזרעאל","YIZRE'EL"
457,"גזית",0.00238095238095238,0.0196078431372549,0.0299539170506912,0.0252293577981651,0.0239130434782609,0.0285714285714286,0.0466666666666667,0.0342612419700214,0.0255863539445629,"גזית",145.851371722604,"גזית","GAZIT"
475,"דחי",0,0.0145985401459854,0.00662251655629139,0.00390625,0.0441176470588235,0.0075187969924812,0.0104166666666667,0.152380952380952,0.00460829493087558,"דחי",138.969763092677,"דחי","DAHI"
478,"אכסאל",0.000438404208680403,0.00183958793230316,0.0252808988764045,0.0106363469649734,0.0091533180778032,0.00697228516646331,0.00568181818181818,0.0481156672197203,0.00786646201074444,"אכסאל",141.384506000495,"אכסאל","IKSAL"
489,"דבוריה",0.00151457781143506,0.00124185035703198,0.00330628193567779,0.0022202486678508,0.00266666666666667,0.00918047469771608,0.00183448838157358,0.0173812282734647,0.00309082263433191,"דבוריה",145.430096538835,"דבורייה","DABURIYYA"
494,"דאלית אל-כרמל",0.0147019867549669,0.158060288335518,0.128593996840442,0.0778577857785779,0.0264721772015127,0.040453074433657,0.0573078006195438,0.0905373831775701,0.0315570934256055,"דאליתאלכרמל",131.020713572196,"דאלית אל-כרמל","DALIYAT AL-KARMEL"
497,"טייבה (בעמק)",0.00171821305841924,0.00162866449511401,0.00495867768595041,0.00807754442649435,0.0407725321888412,0.00940438871473354,0.0056980056980057,0.0859030837004405,0.00998336106489185,"טייבהבעמק",142.802255754935,"טייבה (בעמק)","TAYIBE(BAEMEQ)"
499,"יפיע",0.010025706940874,0.0072531586335985,0.0458639092728486,0.0272531030760928,0.0242950877815215,0.0151228733459357,0.0121387283236994,0.0546007876834945,0.0302222222222222,"יפיע",139.693565798282,"יפיע","YAFI"
509,"כפר כנא",0.00289805659734061,0.00949635407834492,0.015357867284845,0.00308324768756423,0.00790745350710207,0.0100965272384334,0.00705450328565906,0.0370319001386963,0.0239630215302275,"כפרכנא",149.33450124379,"כפר כנא","KAFAR KANNA"
511,"עילוט",0.00120627261761158,0.00680272108843537,0.0936668440659925,0.0257623554153523,0.0049645390070922,0.00949367088607595,0.00243828101188662,0.0128354725787631,0.0141653905053599,"עילוט",142.958698505463,"עילוט","ILUT"
512,"כפר מצר",0.0013869625520111,0.00355239786856128,0.0207182320441989,0.0338427947598253,0.00260756192959583,0.0139982502187227,0.00594732370433305,0.0649651972157773,0.0124521072796935,"כפרמצר",145.461289257556,"כפר מצר","KAFAR MISR"
520,"משהד",0.00151898734177215,0.00301962757926522,0.0125195618153365,0.00714711137581894,0.00336197235711617,0.00246457178065311,0.00689106811555791,0.0206112295664534,0.00908455625436757,"משהד",148.303984236662,"משהד","MESHHED"
523,"ניין",0.00967741935483871,0.00943396226415094,0.0051150895140665,0.0056369785794814,0.0223880597014925,0.0176767676767677,0.00570125427594071,0.502103786816269,0.046070460704607,"ניין",139.967098557149,"ניין","NEIN"
524,"נאעורה",0.00900900900900901,0,0.00771604938271605,0.0012987012987013,0.00333889816360601,0.00345622119815668,0.00288739172281039,0.116666666666667,0.0235294117647059,"נאעורה",140.835680210683,"נאעורה","NA'URA"
526,"סולם",0,0.00105932203389831,0.00934579439252336,0.00151057401812689,0.00578034682080925,0.00164609053497942,0,0.0463980463980464,0.0070859167404783,"סולם",136.949324291357,"סולם","SULAM"
529,"אעבלין",0.00291082296903943,0.00589344648750589,0.0459356000900698,0.0160131389858345,0.0114761476147615,0.0095931781844022,0.0105126961022158,0.048722390645301,0.0236248236953456,"אעבלין",149.660927260985,"אעבלין","I'BILLIN"
532,"עין מאהל",0.0138888888888889,0.00763143018654607,0.0258699633699634,0.0061630568762106,0.00389307033480405,0.00340007555723461,0.00532319391634981,0.0213167835941716,0.00479904019196161,"עיןמאהל",146.846168454823,"עין מאהל","EIN MAHEL"
534,"עספיא",NA,NA,0.200260416666667,0.038693234476367,0.026386404293381,0.0229170712759759,0.0292386185243328,0.0499741066804764,0.0335172695687717,"עספיא",133.790187516579,"עספיא","ISIFYA"
537,"פוריידיס",0.00298151460942159,0.00279106858054226,0.154126615843553,0.0941430817610063,0.115313311086392,0.0291508238276299,0.00366229760986893,0.0679497250589159,0.00736335315774568,"פוריידיס",118.323977152549,"פוריידיס","FUREIDIS"
541,"ג'סר א-זרקא",0.00299580587177951,0.00705218617771509,0.00806451612903226,0.0115478569842327,0.0128205128205128,0.00847689362865737,0.00266120777891505,0.0547016274864376,0.0121713729308666,"גסראזרקא",110.787447321398,"ג'סר א-זרקא","JISR AZ-ZARQA"
542,"ריינה",0.00156903765690377,0.00461775269368907,0.00653853774519517,0.0115937548307312,0.00784313725490196,0.00568705810021519,0.00570983649104594,0.0276497695852535,0.0142857142857143,"ריינה",145.669542679566,"ריינה","REINE"
547,"טמרה (יזרעאל)",0.00316455696202532,0.00396825396825397,0.0121951219512195,0.00139470013947001,0.00725952813067151,0.0035650623885918,0.00278164116828929,0.112359550561798,0.0180722891566265,"טמרהיזרעאל",143.305433535341,"טמרה (יזרעאל)","TAMRA (YIZRE'EL)"
549,"גנות הדר",0.0716723549488055,0.245657568238213,0.184615384615385,0.227180527383367,0.212962962962963,0.231617647058824,0.268382352941176,0.226519337016575,0.231192660550459,"גנותהדר",88.951503561417,"גנות הדר","GANNOT HADAR"
580,"כרם מהר""ל",0.0535714285714286,0.134048257372654,0.133177570093458,0.117154811715481,0.0972222222222222,0.0992063492063492,0.119760479041916,0.0858283433133733,0.0769230769230769,"כרםמהרל",125.140509798886,"כרם מהר""ל","KEREM MAHARAL"
586,"מגידו",0.0101522842639594,0.081570996978852,0.0810185185185185,0.0669642857142857,0.0854700854700855,0.0924731182795699,0.0932203389830508,0.0745341614906832,0.0833333333333333,"מגידו",126.577522553311,"מגידו","MEGIDDO"
590,"נווה אור",0.00552486187845304,0.028436018957346,0.0660377358490566,0.0645161290322581,0.0652173913043478,0.0901287553648069,0.0995850622406639,0.0692640692640693,0.0701754385964912,"נווהאור",147.980558043945,"נווה אור","NEWE UR"
612,"צרופה",0.18732782369146,0.293689320388349,0.326881720430108,0.326295585412668,0.351503759398496,0.341463414634146,0.390625,0.362637362637363,0.314079422382672,"צרופה",123.593660225195,"צרופה","ZERUFA"
613,"ציפורי",0.0546875,0.137931034482759,0.139423076923077,0.125274725274725,0.139393939393939,0.125265392781316,0.151452282157676,0.116089613034623,0.125773195876289,"ציפורי",146.223523799046,"ציפורי","ZIPPORI"
617,"ברקאי",0.00803212851405622,0.0192307692307692,0.012987012987013,0.018348623853211,0.0202898550724638,0.0119760479041916,0.012012012012012,0.0175953079178886,0.021021021021021,"ברקאי",109.456607957353,"ברקאי","BARQAY"
628,"ג'ת",NA,NA,0.00120821586790173,0.0013598041881969,0.00613915416098226,0.00418616104407781,0.00174786978370111,0.0186533212010919,0.0067369654364382,"גת",101.401483406228,"ג'ת","JATT"
635,"מוקייבלה",0.126424870466321,0.044711014176663,0.00492610837438424,0.00451807228915663,0.00602409638554217,0.00237906423473434,0.00322164948453608,0.0247311827956989,0.00359712230215827,"מוקייבלה",126.623864978808,"מוקייבלה","MUQEIBLE"
636,"צנדלה",0.00581395348837209,0,0.00451467268623025,0.00134408602150538,0.00797872340425532,0.00159489633173844,0.0013531799729364,0.012012012012012,0.00210084033613445,"צנדלה",128.866304152529,"צנדלה","SANDALA"
637,"ערערה",0.000221533008418254,0.00148533234311177,0.00105097214923805,0.002640513013957,0.004778972520908,0.00915300546448087,0.00209228058583856,0.00964812712826334,0.00432841877451643,"ערערה",113.76883619827,"ערערה","AR'ARA"
638,"קלנסווה",0.00165046763249587,0.00105005250262513,0.00804932351430039,0.00490883590462833,0.00652206886091309,0.00367686817346166,0.00202097969396593,0.0154206519617412,0.00518697225572979,"קלנסווה",88.1136913427146,"קלנסווה","QALANSAWE"
648,"מצר",0,0.0105633802816901,0.0191082802547771,0.0153846153846154,0.0277777777777778,0.0254777070063694,0.020066889632107,0.00328947368421053,0.0100671140939597,"מצר",107.010566207139,"מצר","MEZER"
649,"מייסר",0.00529100529100529,0.00286532951289398,0,0,0,0.00409836065573771,0.00597371565113501,0.0133928571428571,0.00674536256323777,"מייסר",107.116915623411,"מייסר","MEISER"
652,"אבטין",0.0032258064516129,0.00434153400868307,0.00970873786407767,0.00883838383838384,0.0159489633173844,0.00556173526140156,0.00695047784535187,0.0903522205206738,0.0161476355247982,"אבטין",141.534040080821,"אבטין","IBTIN"
654,"כפר קרע",0.000559179869524697,0.00126682501979414,0.00530542013191856,0.003125,0.00915719857554689,0.0160146699266504,0.0121317157712305,0.0133936045538255,0.00388738367298857,"כפרקרע",111.897493213286,"כפר קרע","KAFAR QARA"
661,"שער אפרים",0.119373776908023,0.298157453936348,0.244652406417112,0.271308523409364,0.35016111707841,0.306364617044229,0.408993576017131,0.330802603036876,0.321897073662967,"שעראפרים",89.7147843631671,"שער אפרים","SHA'AR EFRAYIM"
675,"הבונים",0.0125786163522013,0.105263157894737,0.0895522388059701,0.100961538461538,0.0686274509803922,0.0796019900497512,0.0682926829268293,0.037914691943128,0.0443349753694581,"הבונים",122.441458087567,"הבונים","HABONIM"
677,"הסוללים",0.036745406824147,0.107317073170732,0.131639722863741,0.117296222664016,0.108256880733945,0.0933333333333333,0.110280373831776,0.0942698706099815,0.102333931777379,"הסוללים",145.499009764693,"הסוללים","HASOLELIM"
679,"אביאל",0.1285140562249,0.274626865671642,0.21,0.213075060532688,0.180487804878049,0.19047619047619,0.2590799031477,0.178217821782178,0.176616915422886,"אביאל",113.189404746705,"אביאל","AVI'EL"
680,"אומץ",0.0410958904109589,0.129554655870445,0.0855457227138643,0.102564102564103,0.0973684210526316,0.120300751879699,0.146907216494845,0.119592875318066,0.115869017632242,"אומץ",97.3185737234505,"אומץ","OMEZ"
682,"אליקים",0.0664652567975831,0.191304347826087,0.297297297297297,0.454756380510441,0.542725173210162,0.511904761904762,0.621428571428571,0.467362924281984,0.431718061674009,"אליקים",126.49071562315,"אליקים","ELYAQIM"
683,"גבע כרמל",0.0523690773067332,0.150214592274678,0.148148148148148,0.147286821705426,0.198924731182796,0.218914185639229,0.25763358778626,0.24105461393597,0.247272727272727,"גבעכרמל",125.067644571866,"גבע כרמל","GEVA  KARMEL"
684,"היוגב",0.0369318181818182,0.0740740740740741,0.070048309178744,0.0625,0.0481400437636762,0.0467289719626168,0.0528735632183908,0.0487804878048781,0.062,"היוגב",129.855783154524,"היוגב","HAYOGEV"
686,"נווה ימין",0.245508982035928,0.409015025041736,0.367223065250379,0.428571428571429,0.478654592496766,0.380764163372859,0.519727891156463,0.412628487518355,0.429386590584879,"נווהימין",75.4972829253229,"נווה ימין","NEWE YAMIN"
687,"עין איילה",0.063768115942029,0.146453089244851,0.123505976095618,0.0755813953488372,0.118556701030928,0.113274336283186,0.137362637362637,0.0996376811594203,0.103202846975089,"עיןאיילה",121.5730484031,"עין איילה","EN AYYALA"
689,"מגדים",0.111688311688312,0.198329853862213,0.219469026548673,0.270935960591133,0.278501628664495,0.301794453507341,0.353765323992995,0.271381578947368,0.293838862559242,"מגדים",132.186731245728,"מגדים","MEGADIM"
694,"מעגן מיכאל",0.00355871886120996,0.0238611713665944,0.0380761523046092,0.0348623853211009,0.0284974093264249,0.0256410256410256,0.0304932735426009,0.0326855123674912,0.04,"מעגןמיכאל",113.050465544958,"מעגן מיכאל","MA'AGAN MIKHA'EL"
697,"בארותיים",0.036036036036036,0.134146341463415,0.120901639344262,0.115671641791045,0.0983899821109123,0.0871985157699443,0.142066420664207,0.117021276595745,0.121783876500858,"בארותיים",91.5560949224122,"בארותיים","BE'EROTAYIM"
698,"בורגתה",0.0657596371882086,0.154786150712831,0.123674911660777,0.149038461538462,0.200652528548124,0.168039538714992,0.212317666126418,0.186795491143317,0.204213938411669,"בורגתה",91.511299271711,"בורגתה","BURGETA"
703,"גבעת עוז",0.0292887029288703,0.0643939393939394,0.0481481481481481,0.0599250936329588,0.0537634408602151,0.0738007380073801,0.0625,0.0566801619433198,0.0433070866141732,"גבעתעוז",125.235131411897,"גבעת עוז","GIV'AT OZ"
715,"להבות חביבה",0.0118343195266272,0.0408163265306122,0.0584192439862543,0.0287958115183246,0.0418502202643172,0.0367170626349892,0.046908315565032,0.0357894736842105,0.0467479674796748,"להבותחביבה",100.888161764651,"להבות חביבה","LAHAVOT HAVIVA"
716,"אייל",0.0416666666666667,0.037037037037037,0.0588235294117647,0.0472972972972973,0.0375,0.0426229508196721,0.0260586319218241,0.015527950310559,0.042042042042042,"אייל",81.7992955971963,"אייל","EYAL"
718,"ירחיב",0.150641025641026,0.388888888888889,0.386206896551724,0.449304174950298,0.503378378378378,0.52129471890971,0.57168458781362,0.475609756097561,0.449586776859504,"ירחיב",76.0486684630799,"ירחיב","YARHIV"
734,"גן יאשיה",0.04,0.0938271604938272,0.0762527233115468,0.0729166666666667,0.0672097759674134,0.0945378151260504,0.10261569416499,0.0836575875486381,0.0718446601941748,"גןיאשיה",95.4168755943459,"גן יאשיה","GAN YOSHIYYA"
737,"עולש",0.0929095354523227,0.161637931034483,0.137218045112782,0.14548802946593,0.152173913043478,0.121367521367521,0.206654991243433,0.131447587354409,0.170984455958549,"עולש",93.311459452138,"עולש","OLESH"
738,"דור",0.0384615384615385,0.135678391959799,0.18974358974359,0.187214611872146,0.195454545454545,0.20627802690583,0.234234234234234,0.210762331838565,0.205607476635514,"דור",118.82375841593,"דור","DOR"
753,"ינוב",0.134831460674157,0.335164835164835,0.278177458033573,0.308695652173913,0.288421052631579,0.293248945147679,0.367170626349892,0.310421286031042,0.304824561403509,"ינוב",89.3416550334358,"ינוב","YANUV"
758,"יד חנה",0.0521739130434783,0.26027397260274,0.243975903614458,0.194373401534527,0.137387387387387,0.137254901960784,0.183807439824945,0.132034632034632,0.140786749482402,"ידחנה",93.8096295380585,"יד חנה","YAD HANNA"
767,"פורת",0.152173913043478,0.304232804232804,0.154684095860566,0.41740674955595,0.616393442622951,0.546875,0.62089552238806,0.521452145214521,0.434654919236417,"פורת",86.1166815669804,"פורת","PORAT"
769,"ניר עציון",0.0379310344827586,0.158273381294964,0.0726643598615917,0.133779264214047,0.142857142857143,0.142857142857143,0.221875,0.111111111111111,0.159090909090909,"נירעציון",130.832680191117,"ניר עציון","NIR EZYON"
773,"עמיקם",0.0643776824034335,0.160714285714286,0.200617283950617,0.115702479338843,0.146835443037975,0.128712871287129,0.175126903553299,0.119106699751861,0.154822335025381,"עמיקם",117.549262295234,"עמיקם","AMMIQAM"
800,"בית חנניה",0.0464396284829721,0.130813953488372,0.134663341645885,0.107221006564551,0.101030927835052,0.111344537815126,0.127982646420824,0.0922431865828092,0.0939457202505219,"ביתחנניה",110.746874357003,"בית חנניה","BET HANANYA"
806,"עין יהב",0.012779552715655,0.0401146131805158,0.0591397849462366,0.0341207349081365,0.0376884422110553,0.0425,0.0518134715025907,0.0463414634146341,0.0685579196217494,"עיןיהב",107.365947205882,"עין יהב","EN YAHAV"
807,"חניאל",0.0997304582210243,0.157657657657658,0.134657836644592,0.0995850622406639,0.127310061601643,0.113168724279835,0.137339055793991,0.093816631130064,0.0959488272921109,"חניאל",91.8233303439696,"חניאל","HANNI'EL"
808,"ניר אליהו",0.00904977375565611,0.0411522633744856,0.0548523206751055,0.0410958904109589,0.0505050505050505,0.051948051948052,0.0664451827242525,0.0404984423676012,0.0414012738853503,"ניראליהו",79.1035202847633,"ניר אליהו","NIR ELIYYAHU"
810,"עופר",0.0851063829787234,0.18695652173913,0.202090592334495,0.2508038585209,0.220820189274448,0.237942122186495,0.268456375838926,0.227586206896552,0.192182410423453,"עופר",122.356480971477,"עופר","OFER"
837,"עזריאל",0.312727272727273,0.543283582089552,0.417910447761194,0.536585365853659,0.608782435129741,0.559917355371901,0.639278557114228,0.536796536796537,0.55193482688391,"עזריאל",85.8503312875295,"עזריאל","AZRI'EL"
842,"געש",0,0.0180412371134021,0.0169082125603865,0.00884955752212389,0.0350194552529183,0.0426356589147287,0.0554493307839388,0.0467625899280576,0.0540540540540541,"געש",76.5806574940646,"געש","GA'ASH"
850,"אחיטוב",0.0865671641791045,0.238805970149254,0.261640798226164,0.269724770642202,0.309653916211293,0.215722120658135,0.370848708487085,0.27831094049904,0.32486388384755,"אחיטוב",98.9863765346394,"אחיטוב","AHITUV"
851,"ניצני עוז",0.116279069767442,0.249388753056235,0.223360655737705,0.255395683453237,0.317204301075269,0.234676007005254,0.371278458844133,0.301675977653631,0.281138790035587,"ניצניעוז",91.7283077756317,"ניצני עוז","NIZZANE OZ"
854,"רחוב",0.149253731343284,0.464705882352941,0.407821229050279,0.548387096774194,0.68936170212766,0.733905579399142,0.788617886178862,0.756410256410256,0.692307692307692,"רחוב",132.031460703097,"רחוב","REHOV"
868,"אלוני יצחק",0.0909090909090909,0.227272727272727,0.178571428571429,0.222222222222222,0.25,0.142857142857143,0.130434782608696,0.0434782608695652,0.0416666666666667,"אלונייצחק",112.140711569085,"אלוני יצחק","ALLONE YIZHAQ"
872,"גאולי תימן",0.126829268292683,0.321782178217822,0.37037037037037,0.368932038834951,0.502439024390244,0.456310679611651,0.521739130434783,0.450549450549451,0.427083333333333,"גאוליתימן",96.1127264854557,"גאולי תימן","GE'ULE TEMAN"
874,"מגדל העמק",0.132365832278173,0.267982456140351,0.415328887791224,0.349101301045349,0.38939246385497,0.390826921640397,0.4532807617914,0.379753740648379,0.374364846489659,"מגדלהעמק",137.574717436686,"מגדל העמק","MIGDAL HAEMEQ"
877,"בית חירות",0.0111731843575419,0.0623376623376623,0.0337078651685393,0.0221238938053097,0.0147991543340381,0.00851063829787234,0.0170575692963753,0.0211864406779661,0.0173160173160173,"ביתחירות",93.5090591440819,"בית חירות","BET HERUT"
880,"עין שריד",0.0822898032200358,0.234797297297297,0.211126961483595,0.254498714652956,0.285018270401949,0.267469879518072,0.341523341523342,0.255501222493888,0.25779376498801,"עיןשריד",85.8293837031331,"עין שריד","EN SARID"
889,"כפר חסידים ב'",0.0930232558139535,0.263736263736264,0.233333333333333,0.205,0.253086419753086,0.304347826086957,0.422077922077922,0.283018867924528,0.267515923566879,"כפרחסידיםב",139.413381104052,"כפר חסידים ב'","KEFAR HASIDIM BET"
913,"שבלי - אום אל-גנם",0.00256410256410256,0.0191146881287726,0.0488644184445974,0.0018984337921215,0.0163214061519146,0.00472914875322442,0.00593589236248516,0.0451977401129944,0.0146147032772365,"שבליאוםאלגנם",146.482749410878,"שבלי - אום אל-גנם","SHIBLI-UMM AL-GHANAM"
921,"שער מנשה",0,0,0.2,0.416666666666667,0.181818181818182,0.181818181818182,0.272727272727273,0.461538461538462,0.35,"שערמנשה",105.859274379718,"שער מנשה","SHA'AR MENASHE"
