"SEMEL_YISHUV","locality","loc","year","aleh_yarok_percentage","arab_list_percentage","coalition_2015_percentage","democratura_percentage","economy_party_percentage","habait_hayehudi_percentage","hope_for_change_percentage","israel_beiteinu_percentage","joint_list_percentage","kulanu_percentage","likud_percentage","meretz_percentage","na_nach_percentage","or_party_percentage","peoples_team_percentage","perach_party_percentage","pirate_party_percentage","protect_children_percentage","rent_with_dignity_percentage","right_wing_percentage","shas_percentage","social_leadership_percentage","the_greens_percentage","turnout_percentage","ubizchutan_percentage","yahad_percentage","yahadut_hatora_percentage","yesh_atid_percentage","zionist_union_percentage"
354,"רביבים","רביבים","2022",NA,NA,0.036319612590799,NA,NA,NA,NA,NA,NA,NA,0.0702179176755448,NA,NA,NA,NA,NA,NA,NA,NA,0.0871670702179177,NA,NA,NA,0.57202216066482,NA,NA,NA,NA,NA
355,"חורשים","חורשים","2006",0.00746268656716418,0,0.00746268656716418,0,0,0.00746268656716418,0,0.0149253731343284,0,0,0.0223880597014925,0.380597014925373,0,0,0,0,0,0,0,0.0223880597014925,0,0,0.0522388059701493,0.682837342030167,0,0,0,0,0.276119402985075
355,"חורשים","חורשים","2009",0,0,0.0188679245283019,0,0,0.0125786163522013,0,0.0754716981132075,0.0125786163522013,0,0.0817610062893082,0.327044025157233,0,0,0,0,0,0,0,0.0943396226415094,0.00628930817610063,0,0.0188679245283019,0.636,0,0,0,0,0.138364779874214
355,"חורשים","חורשים","2013",0,0,0.064327485380117,0,0,0.0526315789473684,0,0.0292397660818713,0.00584795321637427,0,0.0292397660818713,0.374269005847953,0,0,0,0,0,0,0,0.064327485380117,0.0116959064327485,0,0.0116959064327485,0.647727272727273,0,0.0116959064327485,0,0.175438596491228,0.298245614035088
355,"חורשים","חורשים","2015",0.00543478260869565,0,0.0923913043478261,0,0,0.0652173913043478,0,0.0108695652173913,0.00543478260869565,0.0217391304347826,0.0760869565217391,0.282608695652174,0,0,0,0,0,0,0,0.0815217391304348,0,0,0,0.673992673992674,0.00543478260869565,0.00543478260869565,0.00543478260869565,0.141304347826087,0.375
355,"חורשים","חורשים","2019",NA,NA,0.0357142857142857,NA,NA,NA,NA,NA,NA,NA,0.127551020408163,NA,NA,NA,NA,NA,NA,NA,NA,0.0408163265306122,NA,NA,NA,0.678200692041522,NA,NA,NA,NA,NA
355,"חורשים","חורשים","2019_2",NA,NA,0.0202020202020202,NA,NA,NA,NA,NA,NA,NA,0.166666666666667,NA,NA,NA,NA,NA,NA,NA,NA,0.0555555555555556,NA,NA,NA,0.673469387755102,NA,NA,NA,NA,NA
355,"חורשים","חורשים","2020",NA,NA,0.0153061224489796,NA,NA,NA,NA,NA,NA,NA,0.163265306122449,NA,NA,NA,NA,NA,NA,NA,NA,0.0357142857142857,NA,NA,NA,0.662162162162162,NA,NA,NA,NA,NA
355,"חורשים","חורשים","2021",NA,NA,0.0653266331658292,NA,NA,NA,NA,NA,NA,NA,0.110552763819095,NA,NA,NA,NA,NA,NA,NA,NA,0.0954773869346734,NA,NA,NA,0.667785234899329,NA,NA,NA,NA,NA
355,"חורשים","חורשים","2022",NA,NA,0.0817307692307692,NA,NA,NA,NA,NA,NA,NA,0.134615384615385,NA,NA,NA,NA,NA,NA,NA,NA,0.0961538461538462,NA,NA,NA,0.677524429967427,NA,NA,NA,NA,NA
356,"הגושרים","הגושרים","2006",0.009375,0,0.009375,0,0,0,0,0.034375,0,0,0.025,0.06875,0,0,0,0,0,0,0,0.04375,0.00625,0,0.03125,0.792380638923745,0,0,0.003125,0,0.45625
356,"הגושרים","הגושרים","2009",0.0116279069767442,0,0.0145348837209302,0,0,0.00581395348837209,0,0.0494186046511628,0,0,0.0813953488372093,0.0813953488372093,0,0,0,0,0,0,0,0.063953488372093,0.00581395348837209,0,0.00872093023255814,0.699596774193548,0,0,0.00290697674418605,0,0.395348837209302
356,"הגושרים","הגושרים","2013",0,0,0.0359897172236504,0.0051413881748072,0,0.0282776349614396,0,0.089974293059126,0,0,0.089974293059126,0.0848329048843188,0,0.0025706940874036,0,0,0,0,0,0.0359897172236504,0.0077120822622108,0,0.0051413881748072,0.720588235294118,0,0.0051413881748072,0,0.203084832904884,0.480719794344473
356,"הגושרים","הגושרים","2015",0.0193236714975845,0,0.0917874396135266,0,0,0.0193236714975845,0,0.00966183574879227,0,0.0628019323671498,0.130434782608696,0.0772946859903382,0,0.00241545893719807,0,0,0,0,0,0.0386473429951691,0.00966183574879227,0,0,0.736654804270463,0,0,0,0.108695652173913,0.560386473429952
356,"הגושרים","הגושרים","2019",NA,NA,0.0233050847457627,NA,NA,NA,NA,NA,NA,NA,0.0974576271186441,NA,NA,NA,NA,NA,NA,NA,NA,0.0317796610169492,NA,NA,NA,0.752380952380952,NA,NA,NA,NA,NA
356,"הגושרים","הגושרים","2019_2",NA,NA,0.022271714922049,NA,NA,NA,NA,NA,NA,NA,0.115812917594655,NA,NA,NA,NA,NA,NA,NA,NA,0.0601336302895323,NA,NA,NA,0.709119496855346,NA,NA,NA,NA,NA
356,"הגושרים","הגושרים","2020",NA,NA,0.021978021978022,NA,NA,NA,NA,NA,NA,NA,0.131868131868132,NA,NA,NA,NA,NA,NA,NA,NA,0.0373626373626374,NA,NA,NA,0.705069124423963,NA,NA,NA,NA,NA
356,"הגושרים","הגושרים","2021",NA,NA,0.0481927710843374,NA,NA,NA,NA,NA,NA,NA,0.122489959839357,NA,NA,NA,NA,NA,NA,NA,NA,0.0662650602409639,NA,NA,NA,0.71244635193133,NA,NA,NA,NA,NA
356,"הגושרים","הגושרים","2022",NA,NA,0.0583941605839416,NA,NA,NA,NA,NA,NA,NA,0.138686131386861,NA,NA,NA,NA,NA,NA,NA,NA,0.0456204379562044,NA,NA,NA,0.704749679075738,NA,NA,NA,NA,NA
357,"כפר בלום","כפרבלום","2006",0.0508474576271186,0,0.0141242937853107,0,0,0.00564971751412429,0,0.0367231638418079,0.00282485875706215,0,0.0310734463276836,0.076271186440678,0,0,0,0,0,0,0,0.0508474576271186,0,0,0.0310734463276836,0.731999834576309,0,0,0.00847457627118644,0,0.488700564971751
357,"כפר בלום","כפרבלום","2009",0.0112359550561798,0,0.00561797752808989,0,0,0.00561797752808989,0,0.0308988764044944,0.00842696629213483,0,0.0842696629213483,0.0786516853932584,0,0,0,0,0,0,0,0.0365168539325843,0,0,0.0196629213483146,0.62652705061082,0,0,0,0,0.365168539325843
357,"כפר בלום","כפרבלום","2013",0.0177215189873418,0,0.0582278481012658,0,0,0.0506329113924051,0,0.0987341772151899,0.00253164556962025,0,0.0987341772151899,0.10126582278481,0,0,0,0,0,0,0,0.0582278481012658,0.00759493670886076,0,0,0.661129568106312,0,0,0,0.184810126582278,0.478481012658228
357,"כפר בלום","כפרבלום","2015",0.0110864745011086,0,0.121951219512195,0,0,0.0354767184035477,0,0.0266075388026608,0,0.082039911308204,0.1019955654102,0.0997782705099778,0,0,0,0,0,0,0,0.0665188470066519,0.00443458980044346,0,0,0.70077519379845,0.00221729490022173,0,0,0.0953436807095344,0.541019955654102
357,"כפר בלום","כפרבלום","2019",NA,NA,0.0333333333333333,NA,NA,NA,NA,NA,NA,NA,0.125490196078431,NA,NA,NA,NA,NA,NA,NA,NA,0.0431372549019608,NA,NA,NA,0.703146374829001,NA,NA,NA,NA,NA
357,"כפר בלום","כפרבלום","2019_2",NA,NA,0.0469387755102041,NA,NA,NA,NA,NA,NA,NA,0.138775510204082,NA,NA,NA,NA,NA,NA,NA,NA,0.0795918367346939,NA,NA,NA,0.679558011049724,NA,NA,NA,NA,NA
357,"כפר בלום","כפרבלום","2020",NA,NA,0.0346232179226069,NA,NA,NA,NA,NA,NA,NA,0.189409368635438,NA,NA,NA,NA,NA,NA,NA,NA,0.0610997963340122,NA,NA,NA,0.677241379310345,NA,NA,NA,NA,NA
357,"כפר בלום","כפרבלום","2021",NA,NA,0.0422535211267606,NA,NA,NA,NA,NA,NA,NA,0.140845070422535,NA,NA,NA,NA,NA,NA,NA,NA,0.0724346076458753,NA,NA,NA,0.682626538987688,NA,NA,NA,NA,NA
357,"כפר בלום","כפרבלום","2022",NA,NA,0.0616302186878728,NA,NA,NA,NA,NA,NA,NA,0.15506958250497,NA,NA,NA,NA,NA,NA,NA,NA,0.0715705765407555,NA,NA,NA,0.686567164179104,NA,NA,NA,NA,NA
358,"יד מרדכי","ידמרדכי","2006",0.00947867298578199,0,0.0213270142180095,0,0,0.004739336492891,0,0.018957345971564,0.0023696682464455,0,0.0165876777251185,0.412322274881517,0,0,0,0,0,0,0,0.0402843601895735,0.0165876777251185,0,0.0473933649289099,0.619827661621905,0,0.0023696682464455,0,0,0.305687203791469
358,"יד מרדכי","ידמרדכי","2009",0,0,0.00744416873449132,0,0,0.00744416873449132,0,0.0347394540942928,0.00496277915632754,0,0.0248138957816377,0.359801488833747,0,0,0,0,0,0,0,0.0421836228287841,0,0,0.00992555831265509,0.62596599690881,0,0,0,0,0.188585607940447
358,"יד מרדכי","ידמרדכי","2013",0.0089086859688196,0,0.0289532293986637,0,0,0.022271714922049,0,0.0378619153674833,0.0066815144766147,0,0.0378619153674833,0.400890868596882,0,0,0,0,0,0,0,0.0289532293986637,0.0044543429844098,0,0.0022271714922049,0.698757763975155,0,0,0.0022271714922049,0.178173719376392,0.291759465478842
358,"יד מרדכי","ידמרדכי","2015",0.010482180293501,0,0.0587002096436059,0,0,0.0209643605870021,0,0.010482180293501,0,0.0356394129979036,0.0335429769392034,0.354297693920335,0,0,0,0,0,0,0,0.0335429769392034,0,0,0,0.736111111111111,0,0,0.00209643605870021,0.117400419287212,0.415094339622642
358,"יד מרדכי","ידמרדכי","2019",NA,NA,0.0266666666666667,NA,NA,NA,NA,NA,NA,NA,0.100952380952381,NA,NA,NA,NA,NA,NA,NA,NA,0.0323809523809524,NA,NA,NA,0.756834532374101,NA,NA,NA,NA,NA
358,"יד מרדכי","ידמרדכי","2019_2",NA,NA,0.0263653483992467,NA,NA,NA,NA,NA,NA,NA,0.105461393596987,NA,NA,NA,NA,NA,NA,NA,NA,0.0508474576271186,NA,NA,NA,0.770893371757925,NA,NA,NA,NA,NA
358,"יד מרדכי","ידמרדכי","2020",NA,NA,0.0168421052631579,NA,NA,NA,NA,NA,NA,NA,0.0610526315789474,NA,NA,NA,NA,NA,NA,NA,NA,0.0357894736842105,NA,NA,NA,0.702064896755162,NA,NA,NA,NA,NA
358,"יד מרדכי","ידמרדכי","2021",NA,NA,0.0323275862068966,NA,NA,NA,NA,NA,NA,NA,0.0452586206896552,NA,NA,NA,NA,NA,NA,NA,NA,0.0495689655172414,NA,NA,NA,0.687407407407407,NA,NA,NA,NA,NA
358,"יד מרדכי","ידמרדכי","2022",NA,NA,0.0297619047619048,NA,NA,NA,NA,NA,NA,NA,0.0476190476190476,NA,NA,NA,NA,NA,NA,NA,NA,0.0376984126984127,NA,NA,NA,0.696551724137931,NA,NA,NA,NA,NA
359,"ניצנים","ניצנים","2006",0.0173913043478261,0,0.0173913043478261,0,0,0.0130434782608696,0,0.0260869565217391,0.00434782608695652,0,0.0130434782608696,0.11304347826087,0,0,0,0,0,0,0,0.0434782608695652,0.00434782608695652,0,0.0260869565217391,0.734791329982053,0,0,0,0,0.482608695652174
359,"ניצנים","ניצנים","2009",0.0156862745098039,0,0.00784313725490196,0,0,0,0,0.0156862745098039,0.00392156862745098,0,0.0352941176470588,0.109803921568627,0,0,0,0,0,0,0,0.0235294117647059,0.00784313725490196,0,0.0117647058823529,0.710743801652893,0,0,0,0,0.282352941176471
359,"ניצנים","ניצנים","2013",0.0149253731343284,0,0.0111940298507463,0,0.00373134328358209,0.00746268656716418,0,0.0447761194029851,0.00373134328358209,0,0.0447761194029851,0.175373134328358,0,0,0,0,0,0,0,0.0111940298507463,0.00373134328358209,0,0.00373134328358209,0.749303621169916,0,0,0,0.26865671641791,0.417910447761194
359,"ניצנים","ניצנים","2015",0.0230769230769231,0,0.0461538461538462,0,0,0,0,0,0,0.0461538461538462,0.0192307692307692,0.138461538461538,0,0,0,0,0,0,0,0,0,0,0.00384615384615385,0.761627906976744,0,0.00769230769230769,0,0.138461538461538,0.623076923076923
359,"ניצנים","ניצנים","2019",NA,NA,0.0160642570281124,NA,NA,NA,NA,NA,NA,NA,0.0200803212851406,NA,NA,NA,NA,NA,NA,NA,NA,0.0160642570281124,NA,NA,NA,0.759878419452888,NA,NA,NA,NA,NA
359,"ניצנים","ניצנים","2019_2",NA,NA,0.0078740157480315,NA,NA,NA,NA,NA,NA,NA,0.031496062992126,NA,NA,NA,NA,NA,NA,NA,NA,0.0354330708661417,NA,NA,NA,0.731988472622478,NA,NA,NA,NA,NA
359,"ניצנים","ניצנים","2020",NA,NA,0.0158730158730159,NA,NA,NA,NA,NA,NA,NA,0.0277777777777778,NA,NA,NA,NA,NA,NA,NA,NA,0.0277777777777778,NA,NA,NA,0.740524781341108,NA,NA,NA,NA,NA
359,"ניצנים","ניצנים","2021",NA,NA,0.0324675324675325,NA,NA,NA,NA,NA,NA,NA,0.038961038961039,NA,NA,NA,NA,NA,NA,NA,NA,0.0584415584415584,NA,NA,NA,0.771929824561403,NA,NA,NA,NA,NA
359,"ניצנים","ניצנים","2022",NA,NA,0.0366197183098592,NA,NA,NA,NA,NA,NA,NA,0.047887323943662,NA,NA,NA,NA,NA,NA,NA,NA,0.0591549295774648,NA,NA,NA,0.797752808988764,NA,NA,NA,NA,NA
360,"גבעת ניל""י","גבעתנילי","2006",0.0202020202020202,0,0.0353535353535354,0,0,0.0101010101010101,0,0.0353535353535354,0.00505050505050505,0,0.217171717171717,0.0202020202020202,0,0,0,0,0,0,0,0.0707070707070707,0.0202020202020202,0,0.0606060606060606,0.764852684118527,0,0,0.00505050505050505,0,0.141414141414141
360,"גבעת ניל""י","גבעתנילי","2009",0.00854700854700855,0,0.0341880341880342,0,0,0.0128205128205128,0,0.102564102564103,0.00854700854700855,0,0.367521367521368,0.0128205128205128,0,0,0,0,0,0,0,0.136752136752137,0.00854700854700855,0,0,0.73374613003096,0,0,0.0128205128205128,0,0.106837606837607
360,"גבעת ניל""י","גבעתנילי","2013",0.00671140939597315,0,0.0469798657718121,0.00335570469798658,0,0.0302013422818792,0,0.395973154362416,0.0100671140939597,0,0.395973154362416,0.0536912751677852,0,0.00335570469798658,0,0,0,0,0,0.0469798657718121,0.0167785234899329,0,0.0134228187919463,0.79155672823219,0,0.00335570469798658,0,0.181208053691275,0.238255033557047
360,"גבעת ניל""י","גבעתנילי","2015",0.036036036036036,0,0.201201201201201,0,0,0.036036036036036,0,0,0.00600600600600601,0.162162162162162,0.336336336336336,0.0810810810810811,0.003003003003003,0,0,0,0,0,0,0.039039039039039,0.003003003003003,0,0.003003003003003,0.808252427184466,0,0,0,0.132132132132132,0.201201201201201
360,"גבעת ניל""י","גבעתנילי","2019",NA,NA,0.0304709141274238,NA,NA,NA,NA,NA,NA,NA,0.426592797783933,NA,NA,NA,NA,NA,NA,NA,NA,0.0304709141274238,NA,NA,NA,0.835648148148148,NA,NA,NA,NA,NA
360,"גבעת ניל""י","גבעתנילי","2019_2",NA,NA,0.0395136778115502,NA,NA,NA,NA,NA,NA,NA,0.361702127659574,NA,NA,NA,NA,NA,NA,NA,NA,0.0638297872340425,NA,NA,NA,0.763341067285383,NA,NA,NA,NA,NA
360,"גבעת ניל""י","גבעתנילי","2020",NA,NA,0.0439882697947214,NA,NA,NA,NA,NA,NA,NA,0.489736070381232,NA,NA,NA,NA,NA,NA,NA,NA,0.0557184750733138,NA,NA,NA,0.776765375854214,NA,NA,NA,NA,NA
360,"גבעת ניל""י","גבעתנילי","2021",NA,NA,0.0733137829912024,NA,NA,NA,NA,NA,NA,NA,0.428152492668622,NA,NA,NA,NA,NA,NA,NA,NA,0.0967741935483871,NA,NA,NA,0.768018018018018,NA,NA,NA,NA,NA
360,"גבעת ניל""י","גבעתנילי","2022",NA,NA,0.0676470588235294,NA,NA,NA,NA,NA,NA,NA,0.458823529411765,NA,NA,NA,NA,NA,NA,NA,NA,0.0705882352941176,NA,NA,NA,0.76457399103139,NA,NA,NA,NA,NA
362,"רוחמה","רוחמה","2006",0.0141843971631206,0,0.00709219858156028,0,0,0,0,0.0177304964539007,0,0,0,0.418439716312057,0,0,0,0,0,0,0,0.024822695035461,0.00354609929078014,0,0.0177304964539007,0.903352473086436,0,0,0.00354609929078014,0,0.340425531914894
362,"רוחמה","רוחמה","2009",0,0,0.00673400673400673,0,0,0.00336700336700337,0,0.0168350168350168,0,0,0.0336700336700337,0.373737373737374,0,0,0,0,0,0,0,0.0235690235690236,0.00336700336700337,0,0.00673400673400673,0.670403587443946,0,0,0,0,0.222222222222222
362,"רוחמה","רוחמה","2013",0,0,0.0355987055016181,0.00323624595469256,0,0.0355987055016181,0,0.029126213592233,0,0,0.029126213592233,0.44336569579288,0,0,0,0,0,0,0,0.0355987055016181,0,0,0.00323624595469256,0.670995670995671,0,0.00647249190938511,0,0.100323624595469,0.355987055016181
362,"רוחמה","רוחמה","2015",0.00664451827242525,0,0.0631229235880399,0,0,0.0365448504983389,0,0.00664451827242525,0,0.0232558139534884,0.0166112956810631,0.26578073089701,0,0,0,0,0,0,0,0.0465116279069767,0.00332225913621262,0,0,0.667396061269147,0,0,0,0.0830564784053156,0.558139534883721
362,"רוחמה","רוחמה","2019",NA,NA,0.0200573065902579,NA,NA,NA,NA,NA,NA,NA,0.0257879656160458,NA,NA,NA,NA,NA,NA,NA,NA,0.0286532951289398,NA,NA,NA,0.70281124497992,NA,NA,NA,NA,NA
362,"רוחמה","רוחמה","2019_2",NA,NA,0.0201729106628242,NA,NA,NA,NA,NA,NA,NA,0.031700288184438,NA,NA,NA,NA,NA,NA,NA,NA,0.0518731988472622,NA,NA,NA,0.691235059760956,NA,NA,NA,NA,NA
362,"רוחמה","רוחמה","2020",NA,NA,0.0113636363636364,NA,NA,NA,NA,NA,NA,NA,0.0539772727272727,NA,NA,NA,NA,NA,NA,NA,NA,0.0397727272727273,NA,NA,NA,0.705179282868526,NA,NA,NA,NA,NA
362,"רוחמה","רוחמה","2021",NA,NA,0.0190217391304348,NA,NA,NA,NA,NA,NA,NA,0.0353260869565217,NA,NA,NA,NA,NA,NA,NA,NA,0.0652173913043478,NA,NA,NA,0.706333973128599,NA,NA,NA,NA,NA
362,"רוחמה","רוחמה","2022",NA,NA,0.0218579234972678,NA,NA,NA,NA,NA,NA,NA,0.0355191256830601,NA,NA,NA,NA,NA,NA,NA,NA,0.0300546448087432,NA,NA,NA,0.667272727272727,NA,NA,NA,NA,NA
363,"חפץ חיים","חפץחיים","2006",0,0,0.85781990521327,0,0,0.601895734597156,0,0,0,0,0.042654028436019,0.004739336492891,0,0,0,0,0,0,0,0.85781990521327,0.004739336492891,0,0.004739336492891,0.571242740998839,0,0.0568720379146919,0.251184834123223,0,0
363,"חפץ חיים","חפץחיים","2009",0.00833333333333333,0,0.741666666666667,0,0,0.645833333333333,0,0.0125,0,0,0.2,0,0,0,0,0,0,0,0,0.754166666666667,0.0166666666666667,0,0,0.836236933797909,0,0,0.0791666666666667,0,0.00416666666666667
363,"חפץ חיים","חפץחיים","2013",0,0,0.748407643312102,0,0,0.671974522292994,0,0.114649681528662,0,0,0.114649681528662,0.00318471337579618,0,0,0,0,0,0,0,0.748407643312102,0.035031847133758,0,0.00318471337579618,0.844086021505376,0,0.0828025477707006,0.0414012738853503,0.0159235668789809,0.00955414012738853
363,"חפץ חיים","חפץחיים","2015",0.00355871886120996,0,0.626334519572954,0,0,0.555160142348754,0,0,0,0.0142348754448399,0.234875444839858,0.00355871886120996,0,0,0,0,0,0,0,0.612099644128114,0.0142348754448399,0,0,0.878504672897196,0.00355871886120996,0.106761565836299,0.0427046263345196,0.0177935943060498,0.00355871886120996
363,"חפץ חיים","חפץחיים","2019",NA,NA,0.740863787375415,NA,NA,NA,NA,NA,NA,NA,0.18936877076412,NA,NA,NA,NA,NA,NA,NA,NA,0.740863787375415,NA,NA,NA,0.880116959064328,NA,NA,NA,NA,NA
363,"חפץ חיים","חפץחיים","2019_2",NA,NA,0.669014084507042,NA,NA,NA,NA,NA,NA,NA,0.211267605633803,NA,NA,NA,NA,NA,NA,NA,NA,0.679577464788732,NA,NA,NA,0.847761194029851,NA,NA,NA,NA,NA
363,"חפץ חיים","חפץחיים","2020",NA,NA,0.65034965034965,NA,NA,NA,NA,NA,NA,NA,0.300699300699301,NA,NA,NA,NA,NA,NA,NA,NA,0.660839160839161,NA,NA,NA,0.853731343283582,NA,NA,NA,NA,NA
363,"חפץ חיים","חפץחיים","2021",NA,NA,0.785467128027682,NA,NA,NA,NA,NA,NA,NA,0.179930795847751,NA,NA,NA,NA,NA,NA,NA,NA,0.792387543252595,NA,NA,NA,0.840579710144927,NA,NA,NA,NA,NA
363,"חפץ חיים","חפץחיים","2022",NA,NA,0.739413680781759,NA,NA,NA,NA,NA,NA,NA,0.218241042345277,NA,NA,NA,NA,NA,NA,NA,NA,0.657980456026059,NA,NA,NA,0.832432432432432,NA,NA,NA,NA,NA
364,"כפר אוריה","כפראוריה","2006",0.0144927536231884,0,0.0917874396135266,0,0,0.00483091787439614,0,0.0338164251207729,0,0,0.169082125603865,0.0772946859903382,0,0,0,0,0,0,0,0.1256038647343,0.0869565217391304,0,0.0241545893719807,0.864754098360656,0,0.00483091787439614,0,0,0.314009661835749
364,"כפר אוריה","כפראוריה","2009",0.00423728813559322,0,0.0508474576271186,0,0,0.00423728813559322,0,0.0338983050847458,0.00423728813559322,0,0.326271186440678,0.0635593220338983,0,0,0,0,0,0,0,0.0847457627118644,0.0423728813559322,0,0.0169491525423729,0.750788643533123,0,0,0.00423728813559322,0,0.194915254237288
364,"כפר אוריה","כפראוריה","2013",0.00527704485488127,0,0.121372031662269,0,0,0.0870712401055409,0,0.221635883905013,0.0079155672823219,0,0.221635883905013,0.171503957783641,0,0,0,0,0,0,0,0.121372031662269,0.0343007915567282,0,0,0.778688524590164,0,0.0079155672823219,0,0.16622691292876,0.229551451187335
364,"כפר אוריה","כפראוריה","2015",0.00746268656716418,0,0.154228855721393,0,0,0.0447761194029851,0,0,0.00497512437810945,0.0920398009950249,0.233830845771144,0.131840796019901,0,0,0,0,0,0,0,0.0621890547263682,0.0174129353233831,0,0,0.80561122244489,0.00248756218905473,0.00497512437810945,0,0.0920398009950249,0.368159203980099
364,"כפר אוריה","כפראוריה","2019",NA,NA,0.0675990675990676,NA,NA,NA,NA,NA,NA,NA,0.230769230769231,NA,NA,NA,NA,NA,NA,NA,NA,0.0675990675990676,NA,NA,NA,0.793357933579336,NA,NA,NA,NA,NA
364,"כפר אוריה","כפראוריה","2019_2",NA,NA,0.0683962264150943,NA,NA,NA,NA,NA,NA,NA,0.155660377358491,NA,NA,NA,NA,NA,NA,NA,NA,0.0849056603773585,NA,NA,NA,0.78373382624769,NA,NA,NA,NA,NA
364,"כפר אוריה","כפראוריה","2020",NA,NA,0.0906976744186047,NA,NA,NA,NA,NA,NA,NA,0.253488372093023,NA,NA,NA,NA,NA,NA,NA,NA,0.111627906976744,NA,NA,NA,0.786885245901639,NA,NA,NA,NA,NA
364,"כפר אוריה","כפראוריה","2021",NA,NA,0.0958230958230958,NA,NA,NA,NA,NA,NA,NA,0.211302211302211,NA,NA,NA,NA,NA,NA,NA,NA,0.125307125307125,NA,NA,NA,0.759776536312849,NA,NA,NA,NA,NA
364,"כפר אוריה","כפראוריה","2022",NA,NA,0.0974477958236659,NA,NA,NA,NA,NA,NA,NA,0.22969837587007,NA,NA,NA,NA,NA,NA,NA,NA,0.0974477958236659,NA,NA,NA,0.782214156079855,NA,NA,NA,NA,NA
365,"בית קשת","ביתקשת","2006",0.027027027027027,0,0.0337837837837838,0,0,0.00675675675675676,0,0,0,0,0.0135135135135135,0.0608108108108108,0,0,0,0,0,0,0,0.0337837837837838,0.0202702702702703,0,0,0.93175202824054,0,0,0.00675675675675676,0,0.452702702702703
365,"בית קשת","ביתקשת","2009",0,0,0.0109289617486339,0,0,0.00546448087431694,0,0.0601092896174863,0,0,0.0273224043715847,0.087431693989071,0,0,0,0,0,0,0,0.0710382513661202,0.00546448087431694,0,0,0.646853146853147,0,0,0,0,0.284153005464481
365,"בית קשת","ביתקשת","2013",0.00423728813559322,0,0.0338983050847458,0,0,0.0338983050847458,0,0.0254237288135593,0.00423728813559322,0,0.0254237288135593,0.135593220338983,0,0,0,0,0,0,0,0.0338983050847458,0,0,0,0.684057971014493,0,0,0,0.101694915254237,0.555084745762712
365,"בית קשת","ביתקשת","2015",0.0206896551724138,0,0.096551724137931,0,0,0.0413793103448276,0,0.00344827586206897,0.00689655172413793,0.0551724137931034,0.0137931034482759,0.186206896551724,0,0,0,0,0,0,0,0.0448275862068966,0,0,0.00344827586206897,0.728855721393035,0,0,0,0.0655172413793104,0.603448275862069
365,"בית קשת","ביתקשת","2019",NA,NA,0.00852272727272727,NA,NA,NA,NA,NA,NA,NA,0.0454545454545455,NA,NA,NA,NA,NA,NA,NA,NA,0.00852272727272727,NA,NA,NA,0.740585774058577,NA,NA,NA,NA,NA
365,"בית קשת","ביתקשת","2019_2",NA,NA,0.0113314447592068,NA,NA,NA,NA,NA,NA,NA,0.0538243626062323,NA,NA,NA,NA,NA,NA,NA,NA,0.0254957507082153,NA,NA,NA,0.735416666666667,NA,NA,NA,NA,NA
365,"בית קשת","ביתקשת","2020",NA,NA,0.0145348837209302,NA,NA,NA,NA,NA,NA,NA,0.0465116279069767,NA,NA,NA,NA,NA,NA,NA,NA,0.0232558139534884,NA,NA,NA,0.722689075630252,NA,NA,NA,NA,NA
365,"בית קשת","ביתקשת","2021",NA,NA,0.0269461077844311,NA,NA,NA,NA,NA,NA,NA,0.0359281437125748,NA,NA,NA,NA,NA,NA,NA,NA,0.0359281437125748,NA,NA,NA,0.707627118644068,NA,NA,NA,NA,NA
365,"בית קשת","ביתקשת","2022",NA,NA,0.0294117647058824,NA,NA,NA,NA,NA,NA,NA,0.0558823529411765,NA,NA,NA,NA,NA,NA,NA,NA,0.0235294117647059,NA,NA,NA,0.689516129032258,NA,NA,NA,NA,NA
366,"שמיר","שמיר","2006",0.0278551532033426,0,0.00557103064066852,0,0,0,0,0.0250696378830084,0,0,0,0.284122562674095,0,0,0,0,0,0,0,0.0306406685236769,0.00278551532033426,0,0.0222841225626741,0.824652777777778,0,0.00278551532033426,0.00278551532033426,0,0.337047353760446
366,"שמיר","שמיר","2009",0.0229007633587786,0,0.0152671755725191,0,0,0.0101781170483461,0,0.0305343511450382,0.0203562340966921,0,0.0279898218829517,0.300254452926209,0,0,0,0,0,0,0,0.0458015267175573,0.00254452926208651,0,0.00254452926208651,0.670648464163823,0,0,0.00254452926208651,0,0.221374045801527
366,"שמיר","שמיר","2013",0.0113378684807256,0,0.0113378684807256,0,0,0.0113378684807256,0,0.0385487528344671,0.00226757369614512,0,0.0385487528344671,0.301587301587302,0,0,0,0,0.00226757369614512,0,0,0.0113378684807256,0,0,0,0.682098765432099,0,0.00226757369614512,0,0.188208616780045,0.383219954648526
366,"שמיר","שמיר","2015",0.00847457627118644,0,0.0402542372881356,0,0,0.0190677966101695,0,0.00211864406779661,0.00211864406779661,0.0211864406779661,0.0466101694915254,0.283898305084746,0,0,0.00423728813559322,0,0,0,0,0.0211864406779661,0,0,0,0.715582450832073,0,0,0,0.129237288135593,0.483050847457627
366,"שמיר","שמיר","2019",NA,NA,0.00385356454720617,NA,NA,NA,NA,NA,NA,NA,0.0385356454720617,NA,NA,NA,NA,NA,NA,NA,NA,0.00385356454720617,NA,NA,NA,0.770029673590504,NA,NA,NA,NA,NA
