"X","SEMEL_YISHUV","SHEM_YISHUV","SHEM_YISHUV_ENGLISH","Religion_yishuv_Code","Religion_yishuv_Txt","Pop_Total","Male_Total","Female_Total","age_0_14","age_15_19","age_20_29","age_30_64","age_65_up","year","Shape_Area","density","age_65_up_percentage","sci_index_value","sci_index_cluster","ntl","within_west_bank","intersecting_west_bank","centroid_within_west_bank"
17071,3649,"שקד","SHAQED",1,NA,613,NA,NA,NA,NA,NA,NA,NA,2009,0.510374679415985,1201.07839342941,NA,0.742,7,39,1,1,1
17072,3649,"שקד","SHAQED",1,"יהודי",600,0,0,0,0,0,0,0,2008,0.510374679415985,1175.60691037136,0,0.742,7,NA,1,1,1
17073,3649,"שקד","SHAQED",1,"יהודי",870,440,430,280,60,110,370,50,2016,0.510374679415985,1704.63002003847,0.0574712643678161,0.742,7,NA,1,1,1
17074,3649,"שקד","SHAQED",1,"יהודי",1128,571,557,417,74,112,443,0,2022,0.510374679415985,2210.14099149816,0,0.742,7,NA,1,1,1
17075,3649,"שקד","SHAQED",1,NA,536,NA,NA,NA,NA,NA,NA,NA,2006,0.510374679415985,1050.20883993175,NA,0.742,7,33,1,1,1
17076,3650,"אפרתה","EFRATA",1,NA,7714,NA,NA,NA,NA,NA,NA,NA,2006,6.28086778926964,1228.1742362383,NA,0.425,6,51.25,1,1,1
17077,3650,"אפרת","Efrat",1,"יהודי",11403,5848,5557,4219,1019,1573,3810,782,2020,6.28086778926964,1815.51345810544,0.068578444269052,0.425,6,NA,1,1,1
17078,3650,"אפרת","EFRAT",1,"יהודי",8300,4290,4010,2690,1040,1310,2790,470,2015,6.28086778926964,1321.47344578402,0.0566265060240964,0.425,6,57.5,1,1,1
17079,3650,"אפרת","EFRAT",1,"יהודי",10806,5581,5225,3952,1039,1499,3602,713,2019,6.28086778926964,1720.46289820989,0.0659818619285582,0.425,6,NA,1,1,1
17080,3650,"אפרת","EFRAT",1,"יהודי",11804,6072,5733,4329,1137,1551,3902,887,2021,6.28086778926964,1879.35813904031,0.0751440189766181,0.425,6,NA,1,1,1
17081,3650,"אפרתה","EFRATA",1,NA,7173,NA,NA,NA,NA,NA,NA,NA,2009,6.28086778926964,1142.03964176009,NA,0.425,6,53,1,1,1
17082,3650,"אפרת","EFRAT",1,"יהודי",9116,4728,4388,3140,942,1429,3063,543,2017,6.28086778926964,1451.39179900808,0.0595655989469065,0.425,6,NA,1,1,1
17083,3650,"אפרת","EFRAT",1,"יהודי",8660,4480,4180,2940,900,1410,2910,500,2016,6.28086778926964,1378.79036632405,0.0577367205542725,0.425,6,NA,1,1,1
17084,3650,"אפרתה","EFRATA",1,"יהודי",7810,4070,3750,2650,870,1350,2620,340,2012,6.28086778926964,1243.45874838231,0.0435339308578745,0.425,6,NA,1,1,1
17085,3650,"אפרתה","EFRATA",1,"יהודי",7700,4,3.7,2.7,0.9,1.2,2.6,0.3,2011,6.28086778926964,1225.94524488397,3.8961038961039e-05,0.425,6,NA,1,1,1
17086,3650,"אפרת",NA,1,"יהודי",10088,5220,4868,3646,948,1515,3341,640,2018,6.28086778926964,1606.14748446616,0.063441712926249,0.425,6,NA,1,1,1
17087,3650,"אפרת","EFRAT",1,"יהודי",7910,4120,3790,2630,950,1310,2650,380,2013,6.28086778926964,1259.38011519899,0.0480404551201011,0.425,6,55,1,1,1
17088,3650,"אפרת","EFRAT",1,"יהודי",11853,6082,5771,4275,1220,1478,3926,957,2022,6.28086778926964,1887.15960878048,0.0807390534042015,0.425,6,NA,1,1,1
17089,3650,"אפרתה","EFRATA",1,"יהודי",6900,3.6,3.3,2.4,0.8,0.9,2.6,0.2,2008,6.28086778926964,1098.57431035057,2.89855072463768e-05,0.425,6,NA,1,1,1
17090,3650,"אפרת","EFRAT",1,"יהודי",8130,4210,3920,2700,970,1320,2720,420,2014,6.28086778926964,1294.40712219567,0.0516605166051661,0.425,6,NA,1,1,1
17091,3651,"מעלה מכמש","MA'ALE MIKHMAS",1,"יהודי",1529,769,760,682,110,195,491,0,2019,0.142814904096402,10706.1655061429,0,-0.076,5,NA,1,1,1
17092,3651,"מעלה מכמש","MA'ALE MIKHMAS",1,"יהודי",1290,680,610,650,60,140,410,20,2013,0.142814904096402,9032.67070171634,0.0155038759689922,-0.076,5,35,1,1,1
17093,3651,"מעלה מכמש","MA'ALE MIKHMAS",1,"יהודי",1691,829,862,685,180,243,525,0,2021,0.142814904096402,11840.500896591,0,-0.076,5,NA,1,1,1
17094,3651,"מעלה מכמש","MA'ALE MIKHMAS",1,"יהודי",1402,714,688,654,71,180,458,40,2017,0.142814904096402,9816.90257659404,0.0285306704707561,-0.076,5,NA,1,1,1
17095,3651,"מעלה מכמש","Ma'ale Mikhmas",1,"יהודי",1636,809,826,664,174,230,513,0,2020,0.142814904096402,11455.3870294635,0,-0.076,5,NA,1,1,1
17096,3651,"מעלה מכמש","MA'ALE MIKHMAS",1,"יהודי",1200,0.6,0.6,0.6,0.1,0.1,0.4,0,2011,0.142814904096402,8402.48437368962,0,-0.076,5,NA,1,1,1
17097,3651,"מעלה מכמש","MA'ALE MIKHMAS",1,NA,1076,NA,NA,NA,NA,NA,NA,NA,2009,0.142814904096402,7534.22765507503,NA,-0.076,5,32,1,1,1
17098,3651,"מעלה מכמש","MA'ALE MIKHMAS",1,"יהודי",1320,680,640,590,90,180,440,30,2016,0.142814904096402,9242.73281105858,0.0227272727272727,-0.076,5,NA,1,1,1
17099,3651,"מעלה מכמש","MA'ALE MIKHMAS",1,"יהודי",1464,737,726,642,110,193,472,44,2018,0.142814904096402,10251.0309359013,0.0300546448087432,-0.076,5,NA,1,1,1
17100,3651,"מעלה מכמש","MA'ALE MIKHMAS",1,"יהודי",1320,670,640,630,80,150,430,20,2014,0.142814904096402,9242.73281105858,0.0151515151515152,-0.076,5,NA,1,1,1
17101,3651,"מעלה מכמש","MA'ALE MIKHMAS",1,"יהודי",1744,848,896,714,150,259,557,0,2022,0.142814904096402,12211.6106230956,0,-0.076,5,NA,1,1,1
17102,3651,"מעלה מכמש","MA'ALE MIKHMAS",1,"יהודי",1350,690,670,640,90,160,440,30,2015,0.142814904096402,9452.79492040082,0.0222222222222222,-0.076,5,37,1,1,1
17103,3651,"מעלה מכמש","MA'ALE MIKHMAS",1,NA,1184,NA,NA,NA,NA,NA,NA,NA,2006,0.142814904096402,8290.45124870709,NA,-0.076,5,32.3333333333333,1,1,1
17104,3651,"מעלה מכמש","MA'ALE MIKHMAS",1,"יהודי",1250,650,600,630,70,150,370,20,2012,0.142814904096402,8752.58788926002,0.016,-0.076,5,NA,1,1,1
17105,3651,"מעלה מכמש","MA'ALE MIKHMAS",1,"יהודי",1000,0.5,0.5,0.6,0,0.2,0.4,0,2008,0.142814904096402,7002.07031140802,0,-0.076,5,NA,1,1,1
17106,3652,"בית אריה","BET ARYE",1,"יהודי",4320,2170,2150,1310,390,540,1890,190,2013,2.85730088694549,1511.91637525377,0.0439814814814815,0.904,7,46.5,1,1,1
17107,3652,"בית אריה-עופרים",NA,1,"יהודי",5139,2580,2560,1502,432,670,2169,364,2018,2.85730088694549,1798.55052139563,0.0708309009534929,0.904,7,NA,1,1,1
17108,3652,"בית אריה-עופרים","BET ARYE-OFARIM",1,"יהודי",5517,2795,2721,1506,505,751,2299,454,2022,2.85730088694549,1930.84320423033,0.0822911002356353,0.904,7,NA,1,1,1
17109,3652,"בית אריה-עופרים","BET ARYE-OFARIM",1,"יהודי",5253,2649,2604,1536,453,681,2207,377,2019,2.85730088694549,1838.44831463149,0.0717685132305349,0.904,7,NA,1,1,1
17110,3652,"בית אריה","BET ARYE",1,NA,3502,NA,NA,NA,NA,NA,NA,NA,2006,2.85730088694549,1225.63220975433,NA,0.904,7,39.75,1,1,1
17111,3652,"בית אריה-עופרים","Bet Arye-Ofarim",1,"יהודי",5348,2701,2652,1544,454,728,2230,392,2020,2.85730088694549,1871.69647566138,0.0732984293193717,0.904,7,NA,1,1,1
17112,3652,"בית אריה","BET ARYE",1,"יהודי",4520,2260,2250,1360,400,540,2000,220,2014,2.85730088694549,1581.91250373774,0.0486725663716814,0.904,7,NA,1,1,1
17113,3652,"בית אריה","BET ARYE",1,"יהודי",4955,2488,2467,1472,426,625,2111,321,2017,2.85730088694549,1734.15408319038,0.0647830474268416,0.904,7,NA,1,1,1
17114,3652,"בית אריה","BET ARYE",1,NA,3706,NA,NA,NA,NA,NA,NA,NA,2009,2.85730088694549,1297.02826080798,NA,0.904,7,42.3333333333333,1,1,1
17115,3652,"בית אריה","BET ARYE",1,"יהודי",4850,2440,2410,1460,410,590,2080,290,2016,2.85730088694549,1697.40611573629,0.0597938144329897,0.904,7,NA,1,1,1
17116,3652,"בית אריה","BET ARYE",1,"יהודי",4720,2360,2360,1440,410,560,2050,260,2015,2.85730088694549,1651.90863222171,0.0550847457627119,0.904,7,47,1,1,1
17117,3652,"בית אריה","BET ARYE",1,"יהודי",4170,2090,2080,1260,360,510,1850,170,2012,2.85730088694549,1459.41927889079,0.0407673860911271,0.904,7,NA,1,1,1
17118,3652,"בית אריה","BET ARYE",1,"יהודי",4100,2,2,1.2,0.4,0.5,1.8,0.1,2011,2.85730088694549,1434.9206339214,2.4390243902439e-05,0.904,7,NA,1,1,1
17119,3652,"בית אריה-עופרים","BET ARYE-OFARIM",1,"יהודי",5409,2726,2682,1529,482,724,2237,437,2021,2.85730088694549,1893.04529484899,0.0807912738029211,0.904,7,NA,1,1,1
17120,3652,"בית אריה","BET ARYE",1,"יהודי",3600,1.8,1.8,1.2,0.4,0.4,1.6,0.1,2008,2.85730088694549,1259.93031271147,2.77777777777778e-05,0.904,7,NA,1,1,1
17121,3653,"מעלה עמוס","MA'ALE AMOS",1,"יהודי",380,180,200,200,30,60,90,10,2015,0.117463097803508,3235.05855971602,0.0263157894736842,-1.103,2,14.6666666666667,1,1,1
17122,3653,"מעלה עמוס","MA'ALE AMOS",1,"יהודי",300,0,0,0,0,0,0,0,2008,0.117463097803508,2553.99359977581,0,-1.103,2,NA,1,1,1
17123,3653,"מעלה עמוס","MA'ALE AMOS",1,"יהודי",300,0,0,0,0,0,0,0,2011,0.117463097803508,2553.99359977581,0,-1.103,2,NA,1,1,1
17124,3653,"מעלה עמוס","MA'ALE AMOS",1,"יהודי",330,150,180,170,20,60,70,0,2012,0.117463097803508,2809.39295975339,0,-1.103,2,NA,1,1,1
17125,3653,"מעלה עמוס","MA'ALE AMOS",1,"יהודי",421,202,219,219,29,52,115,6,2017,0.117463097803508,3584.10435168538,0.0142517814726841,-1.103,2,NA,1,1,1
17126,3653,"מעלה עמוס","MA'ALE AMOS",1,NA,344,NA,NA,NA,NA,NA,NA,NA,2006,0.117463097803508,2928.57932774292,NA,-1.103,2,10,1,1,1
17127,3653,"מעלה עמוס","MA'ALE AMOS",1,NA,264,NA,NA,NA,NA,NA,NA,NA,2009,0.117463097803508,2247.51436780271,NA,-1.103,2,10.5,1,1,1
17128,3653,"מעלה עמוס","MA'ALE AMOS",1,"יהודי",320,150,170,160,30,60,70,0,2013,0.117463097803508,2724.25983976086,0,-1.103,2,10.6666666666667,1,1,1
17129,3653,"מעלה עמוס","MA'ALE AMOS",1,"יהודי",822,407,415,463,41,132,176,0,2021,0.117463097803508,6997.94246338571,0,-1.103,2,NA,1,1,1
17130,3653,"מעלה עמוס","MA'ALE AMOS",1,"יהודי",535,260,274,287,26,77,136,0,2018,0.117463097803508,4554.62191960019,0,-1.103,2,NA,1,1,1
17131,3653,"מעלה עמוס","Ma'ale Amos",1,"יהודי",720,348,367,394,35,120,161,0,2020,0.117463097803508,6129.58463946194,0,-1.103,2,NA,1,1,1
17132,3653,"מעלה עמוס","MA'ALE AMOS",1,"יהודי",663,326,337,368,32,103,152,0,2019,0.117463097803508,5644.32585550453,0,-1.103,2,NA,1,1,1
17133,3653,"מעלה עמוס","MA'ALE AMOS",1,"יהודי",350,160,190,180,30,60,80,0,2014,0.117463097803508,2979.65919973844,0,-1.103,2,NA,1,1,1
17134,3653,"מעלה עמוס","MA'ALE AMOS",1,"יהודי",390,190,200,200,30,60,100,0,2016,0.117463097803508,3320.19167970855,0,-1.103,2,NA,1,1,1
17135,3653,"מעלה עמוס","MA'ALE AMOS",1,"יהודי",906,449,457,517,42,141,197,0,2022,0.117463097803508,7713.06067132294,0,-1.103,2,NA,1,1,1
17136,3654,"ברקן","BARQAN",1,"יהודי",1740,880,860,540,130,190,770,120,2015,0.0107168962728769,162360.440531997,0.0689655172413793,0.966,8,59,1,1,1
17137,3654,"ברקן","Barqan",1,"יהודי",1932,972,962,563,147,216,834,172,2020,0.0107168962728769,180276.07534932,0.0890269151138716,0.966,8,NA,1,1,1
17138,3654,"ברקן","BARQAN",1,"יהודי",1500,760,740,460,90,180,680,90,2012,0.0107168962728769,139965.897010342,0.06,0.966,8,NA,1,1,1
17139,3654,"ברקן","BARQAN",1,"יהודי",1825,904,921,561,148,181,792,142,2017,0.0107168962728769,170291.841362583,0.0778082191780822,0.966,8,NA,1,1,1
17140,3654,"ברקן","BARQAN",1,"יהודי",1800,900,900,560,130,190,780,130,2016,0.0107168962728769,167959.07641241,0.0722222222222222,0.966,8,NA,1,1,1
17141,3654,"ברקן","BARQAN",1,"יהודי",2005,1002,1003,585,144,231,862,184,2021,0.0107168962728769,187087.749003824,0.0917705735660848,0.966,8,NA,1,1,1
17142,3654,"ברקן","BARQAN",1,"יהודי",2040,1021,1019,596,135,236,885,188,2022,0.0107168962728769,190353.619934065,0.092156862745098,0.966,8,NA,1,1,1
17143,3654,"ברקן","BARQAN",1,"יהודי",1300,0.7,0.6,0.4,0,0.2,0.6,0,2008,0.0107168962728769,121303.777408963,0,0.966,8,NA,1,1,1
17144,3654,"ברקן","BARQAN",1,NA,1357,NA,NA,NA,NA,NA,NA,NA,2009,0.0107168962728769,126622.481495356,NA,0.966,8,54,1,1,1
17145,3654,"ברקן","BARQAN",1,"יהודי",1540,780,750,460,110,170,690,90,2013,0.0107168962728769,143698.320930618,0.0584415584415584,0.966,8,63,1,1,1
17146,3654,"ברקן","BARQAN",1,"יהודי",1630,830,800,490,120,170,730,110,2014,0.0107168962728769,152096.274751238,0.0674846625766871,0.966,8,NA,1,1,1
17147,3654,"ברקן","BARQAN",1,"יהודי",1895,951,944,565,140,217,809,162,2019,0.0107168962728769,176823.583223065,0.0854881266490765,0.966,8,NA,1,1,1
17148,3654,"ברקן","BARQAN",1,"יהודי",1500,0.7,0.7,0.4,0.1,0.2,0.7,0.1,2011,0.0107168962728769,139965.897010342,6.66666666666667e-05,0.966,8,NA,1,1,1
17149,3654,"ברקן","BARQAN",1,NA,1257,NA,NA,NA,NA,NA,NA,NA,2006,0.0107168962728769,117291.421694667,NA,0.966,8,57,1,1,1
17150,3654,"ברקן","BARQAN",1,"יהודי",1834,910,924,545,140,199,799,147,2018,0.0107168962728769,171131.636744645,0.0801526717557252,0.966,8,NA,1,1,1
17151,3655,"ניל""י","NILI",1,"יהודי",1786,929,857,608,169,188,757,0,2019,0.000982628439726191,1817574.09799544,0,1.143,8,NA,1,1,1
17152,3655,"ניל""י","NILI",1,"יהודי",1280,660,610,440,110,150,550,30,2014,0.000982628439726191,1302628.69285228,0.0234375,1.143,8,NA,1,1,1
17153,3655,"נילי","NILI",1,"יהודי",900,0,0,0,0,0,0,0,2008,0.000982628439726191,915910.799661757,0,1.143,8,NA,1,1,1
17154,3655,"ניל""י","NILI",1,"יהודי",1560,810,750,540,130,160,670,40,2016,0.000982628439726191,1587578.71941371,0.0256410256410256,1.143,8,NA,1,1,1
17155,3655,"ניל""י","NILI",1,NA,886,NA,NA,NA,NA,NA,NA,NA,2006,0.000982628439726191,901663.298333685,NA,1.143,8,56,1,1,1
17156,3655,"ניל""י","NILI",1,"יהודי",2059,1055,1004,684,188,229,855,0,2022,0.000982628439726191,2095400.37389284,0,1.143,8,NA,1,1,1
17157,3655,"ניל""י","NILI",1,NA,845,NA,NA,NA,NA,NA,NA,NA,2009,0.000982628439726191,859938.473015761,NA,1.143,8,54,1,1,1
17158,3655,"נילי","NILI",1,"יהודי",970,500,470,310,80,130,430,30,2012,0.000982628439726191,987148.306302116,0.0309278350515464,1.143,8,NA,1,1,1
17159,3655,"נילי","NILI",1,"יהודי",900,0.5,0.4,0.3,0.1,0.1,0.4,0,2011,0.000982628439726191,915910.799661757,0,1.143,8,NA,1,1,1
17160,3655,"ניל""י","Nili",1,"יהודי",1849,957,886,618,172,204,773,0,2020,0.000982628439726191,1881687.85397177,0,1.143,8,NA,1,1,1
17161,3655,"ניל""י","NILI",1,"יהודי",1080,560,520,370,90,130,460,30,2013,0.000982628439726191,1099092.95959411,0.0277777777777778,1.143,8,62,1,1,1
17162,3655,"ניל""י","NILI",1,"יהודי",1878,967,910,616,187,207,778,0,2021,0.000982628439726191,1911200.5352942,0,1.143,8,NA,1,1,1
17163,3655,"ניל""י","NILI",1,"יהודי",1440,750,690,490,130,160,630,40,2015,0.000982628439726191,1465457.27945881,0.0277777777777778,1.143,8,58,1,1,1
17164,3655,"ניל""י","NILI",1,"יהודי",1597,829,767,559,150,158,680,49,2017,0.000982628439726191,1625232.83006647,0.0306825297432686,1.143,8,NA,1,1,1
17165,3655,"ניל""י","NILI",1,"יהודי",1714,898,816,604,155,173,724,56,2018,0.000982628439726191,1744301.2340225,0.0326721120186698,1.143,8,NA,1,1,1
17166,3656,"כרמל","Karmel",1,"יהודי",448,236,208,194,25,81,139,0,2020,0.177030833085395,2530.63261462424,0,0.013,5,NA,1,1,1
17167,3656,"כרמל","KARMEL",1,"יהודי",400,0,0,0,0,0,0,0,2011,0.177030833085395,2259.4934059145,0,0.013,5,NA,1,1,1
17168,3656,"כרמל","KARMEL",1,"יהודי",436,238,198,187,23,91,128,0,2018,0.177030833085395,2462.8478124468,0,0.013,5,NA,1,1,1
17169,3656,"כרמל","KARMEL",1,"יהודי",422,232,191,181,14,95,127,5,2017,0.177030833085395,2383.76554323979,0.0118483412322275,0.013,5,NA,1,1,1
17170,3656,"כרמל","KARMEL",1,"יהודי",420,230,190,170,30,100,120,0,2014,0.177030833085395,2372.46807621022,0,0.013,5,NA,1,1,1
17171,3656,"כרמל","KARMEL",1,NA,357,NA,NA,NA,NA,NA,NA,NA,2006,0.177030833085395,2016.59786477869,NA,0.013,5,20,1,1,1
17172,3656,"כרמל","KARMEL",1,"יהודי",390,210,180,170,10,100,110,0,2013,0.177030833085395,2203.00607076663,0,0.013,5,27,1,1,1
17173,3656,"כרמל","KARMEL",1,"יהודי",467,244,223,216,15,85,139,0,2021,0.177030833085395,2637.95855140518,0,0.013,5,NA,1,1,1
17174,3656,"כרמל","KARMEL",1,NA,379,NA,NA,NA,NA,NA,NA,NA,2009,0.177030833085395,2140.87000210399,NA,0.013,5,19.6666666666667,1,1,1
17175,3656,"כרמל","KARMEL",1,"יהודי",400,0,0,0,0,0,0,0,2008,0.177030833085395,2259.4934059145,0,0.013,5,NA,1,1,1
17176,3656,"כרמל","KARMEL",1,"יהודי",437,243,194,196,18,83,132,0,2019,0.177030833085395,2468.49654596159,0,0.013,5,NA,1,1,1
17177,3656,"כרמל","KARMEL",1,"יהודי",410,220,180,170,20,90,130,0,2015,0.177030833085395,2315.98074106236,0,0.013,5,23,1,1,1
17178,3656,"כרמל","KARMEL",1,"יהודי",400,220,180,170,10,90,120,0,2016,0.177030833085395,2259.4934059145,0,0.013,5,NA,1,1,1
17179,3656,"כרמל","KARMEL",1,"יהודי",380,200,180,160,20,90,110,0,2012,0.177030833085395,2146.51873561877,0,0.013,5,NA,1,1,1
17180,3656,"כרמל","KARMEL",1,"יהודי",465,235,231,215,16,76,142,0,2022,0.177030833085395,2626.6610843756,0,0.013,5,NA,1,1,1
17181,3657,"מעון","MA'ON",1,"יהודי",300,0,0,0,0,0,0,0,2008,0.130138919385413,2305.22891550632,0,-0.413,4,NA,1,1,1
17182,3657,"מעון","MA'ON",1,"יהודי",500,240,260,250,10,120,130,0,2015,0.130138919385413,3842.04819251053,0,-0.413,4,34.3333333333333,1,1,1
17183,3657,"מעון","MA'ON",1,"יהודי",595,286,309,302,16,117,159,0,2019,0.130138919385413,4572.03734908754,0,-0.413,4,NA,1,1,1
17184,3657,"מעון","MA'ON",1,"יהודי",575,275,301,282,20,122,152,0,2018,0.130138919385413,4418.35542138711,0,-0.413,4,NA,1,1,1
17185,3657,"מעון","MA'ON",1,NA,370,NA,NA,NA,NA,NA,NA,NA,2006,0.130138919385413,2843.1156624578,NA,-0.413,4,16,1,1,1
17186,3657,"מעון","MA'ON",1,"יהודי",560,271,290,283,13,120,144,0,2017,0.130138919385413,4303.0939756118,0,-0.413,4,NA,1,1,1
17187,3657,"מעון","MA'ON",1,"יהודי",607,295,312,291,19,116,177,0,2022,0.130138919385413,4664.24650570779,0,-0.413,4,NA,1,1,1
17188,3657,"מעון","MA'ON",1,"יהודי",540,260,280,270,20,120,140,0,2016,0.130138919385413,4149.41204791138,0,-0.413,4,NA,1,1,1
17189,3657,"מעון","MA'ON",1,"יהודי",400,0,0,0,0,0,0,0,2011,0.130138919385413,3073.63855400843,0,-0.413,4,NA,1,1,1
17190,3657,"מעון","MA'ON",1,"יהודי",592,291,301,287,13,122,169,0,2021,0.130138919385413,4548.98505993247,0,-0.413,4,NA,1,1,1
17191,3657,"מעון","MA'ON",1,"יהודי",490,240,250,230,20,120,120,0,2014,0.130138919385413,3765.20722866032,0,-0.413,4,NA,1,1,1
17192,3657,"מעון","MA'ON",1,"יהודי",450,220,230,220,20,120,90,0,2012,0.130138919385413,3457.84337325948,0,-0.413,4,NA,1,1,1
17193,3657,"מעון","Ma'on",1,"יהודי",593,291,299,282,20,128,161,0,2020,0.130138919385413,4556.66915631749,0,-0.413,4,NA,1,1,1
17194,3657,"מעון","MA'ON",1,NA,367,NA,NA,NA,NA,NA,NA,NA,2009,0.130138919385413,2820.06337330273,NA,-0.413,4,23,1,1,1
17195,3657,"מעון","MA'ON",1,"יהודי",460,230,230,210,20,120,110,0,2013,0.130138919385413,3534.68433710969,0,-0.413,4,27.6666666666667,1,1,1
17196,3658,"עטרת","ATERET",1,"יהודי",780,460,310,350,140,90,200,0,2012,0.00126570088371732,616259.346923398,0,-0.443,3,NA,1,1,1
17197,3658,"עטרת","ATERET",1,"יהודי",900,521,379,418,156,75,247,0,2019,0.00126570088371732,711068.477219305,0,-0.443,3,NA,1,1,1
17198,3658,"עטרת","ATERET",1,"יהודי",913,531,381,443,135,85,245,0,2018,0.00126570088371732,721339.466334695,0,-0.443,3,NA,1,1,1
17199,3658,"עטרת","ATERET",1,"יהודי",800,470,340,360,150,80,200,0,2013,0.00126570088371732,632060.868639382,0,-0.443,3,37,1,1,1
17200,3658,"עטרת","ATERET",1,NA,761,NA,NA,NA,NA,NA,NA,NA,2009,0.00126570088371732,601247.901293212,NA,-0.443,3,25,1,1,1
17201,3658,"עטרת","ATERET",1,"יהודי",890,520,380,410,150,90,240,0,2015,0.00126570088371732,703167.716361312,0,-0.443,3,37,1,1,1
17202,3658,"עטרת","ATERET",1,"יהודי",850,490,360,400,130,90,220,0,2014,0.00126570088371732,671564.672929343,0,-0.443,3,NA,1,1,1
17203,3658,"עטרת","ATERET",1,"יהודי",897,530,367,427,139,86,237,6,2017,0.00126570088371732,708698.248961907,0.00668896321070234,-0.443,3,NA,1,1,1
17204,3658,"עטרת","ATERET",1,"יהודי",700,0.4,0.3,0.4,0.1,0.1,0.2,0,2011,0.00126570088371732,553053.260059459,0,-0.443,3,NA,1,1,1
17205,3658,"עטרת","ATERET",1,"יהודי",891,509,382,393,150,88,243,0,2022,0.00126570088371732,703957.792447112,0,-0.443,3,NA,1,1,1
17206,3658,"עטרת","ATERET",1,"יהודי",880,520,360,420,120,80,240,0,2016,0.00126570088371732,695266.95550332,0,-0.443,3,NA,1,1,1
17207,3658,"עטרת","ATERET",1,NA,406,NA,NA,NA,NA,NA,NA,NA,2006,0.00126570088371732,320770.890834486,NA,-0.443,3,23,1,1,1
17208,3658,"עטרת","ATERET",1,"יהודי",954,561,393,393,204,101,249,0,2021,0.00126570088371732,753732.585852463,0,-0.443,3,NA,1,1,1
17209,3658,"עטרת","Ateret",1,"יהודי",944,560,380,420,191,76,252,0,2020,0.00126570088371732,745831.824994471,0,-0.443,3,NA,1,1,1
17210,3658,"עטרת","ATERET",1,"יהודי",700,0,0,0,0,0,0,0,2008,0.00126570088371732,553053.260059459,0,-0.443,3,NA,1,1,1
17211,3659,"פסגות","PESAGOT",1,"יהודי",1903,928,974,934,82,281,543,62,2018,0.100561982188624,18923.6524438285,0.0325801366263794,-0.071,5,NA,1,1,1
17212,3659,"פסגות","PESAGOT",1,"יהודי",1881,915,965,932,83,257,543,65,2019,0.100561982188624,18704.881895345,0.0345560871876661,-0.071,5,NA,1,1,1
17213,3659,"פסגות","PESAGOT",1,NA,1558,NA,NA,NA,NA,NA,NA,NA,2009,0.100561982188624,15492.9324789726,NA,-0.071,5,59,1,1,1
17214,3659,"פסגות","PESAGOT",1,"יהודי",1730,860,870,880,50,260,500,40,2012,0.100561982188624,17203.3204034805,0.023121387283237,-0.071,5,NA,1,1,1
17215,3659,"פסגות","PESAGOT",1,"יהודי",1500,0.8,0.7,0.8,0,0.2,0.4,0,2008,0.100561982188624,14916.1737602432,0,-0.071,5,NA,1,1,1
17216,3659,"פסגות","PESAGOT",1,"יהודי",1850,910,940,930,80,250,530,60,2016,0.100561982188624,18396.6143042999,0.0324324324324324,-0.071,5,NA,1,1,1
17217,3659,"פסגות","PESAGOT",1,"יהודי",1848,907,941,932,69,250,539,59,2017,0.100561982188624,18376.7260726196,0.0319264069264069,-0.071,5,NA,1,1,1
17218,3659,"פסגות","PESAGOT",1,"יהודי",1700,0.8,0.9,0.9,0,0.2,0.5,0,2011,0.100561982188624,16904.9969282756,0,-0.071,5,NA,1,1,1
17219,3659,"פסגות","PESAGOT",1,"יהודי",2086,1034,1052,1027,69,324,578,0,2022,0.100561982188624,20743.4256425782,0,-0.071,5,NA,1,1,1
17220,3659,"פסגות","PESAGOT",1,"יהודי",1900,940,960,960,80,280,530,50,2014,0.100561982188624,18893.820096308,0.0263157894736842,-0.071,5,NA,1,1,1
17221,3659,"פסגות","Pesagot",1,"יהודי",2038,998,1033,992,128,274,573,71,2020,0.100561982188624,20266.1080822504,0.034838076545633,-0.071,5,NA,1,1,1
17222,3659,"פסגות","PESAGOT",1,NA,1489,NA,NA,NA,NA,NA,NA,NA,2006,0.100561982188624,14806.7884860014,NA,-0.071,5,61,1,1,1
17223,3659,"פסגות","PESAGOT",1,"יהודי",1770,880,890,930,30,250,510,40,2013,0.100561982188624,17601.085037087,0.0225988700564972,-0.071,5,63,1,1,1
17224,3659,"פסגות","PESAGOT",1,"יהודי",2077,1027,1050,995,147,281,580,75,2021,0.100561982188624,20653.9286000167,0.0361097737120847,-0.071,5,NA,1,1,1
17225,3659,"פסגות","PESAGOT",1,"יהודי",1900,930,970,980,80,260,530,50,2015,0.100561982188624,18893.820096308,0.0263157894736842,-0.071,5,62,1,1,1
17226,3660,"עמנואל","IMMANU'EL",1,"יהודי",2800,1.4,1.4,1.3,0.2,0.4,0.8,0,2008,4.87535003615156,574.317737031704,0,-1.607,2,NA,1,1,1
17227,3660,"עמנואל","IMMANU'EL",1,"יהודי",3906,1958,1947,1824,287,667,979,148,2019,4.87535003615156,801.173243159226,0.0378904249871992,-1.607,2,NA,1,1,1
17228,3660,"עמנואל","IMMANU'EL",1,"יהודי",3250,1630,1620,1530,250,500,870,110,2015,4.87535003615156,666.618801911799,0.0338461538461538,-1.607,2,41.5714285714286,1,1,1
